,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page
10,Ginga Eiyuu Densetsu,OVA (110 eps),Jan 1988 - Mar 1997,"297,999 members","['Genres: Drama, Sci-Fi']",[],['Licensors: Sentai Filmworks'],"['Favorites: 15,359']",['Popularity: #723'],"['Score: 9.021 (scored by 74,000 users)']",https://myanimelist.net/anime/820/Ginga_Eiyuu_Densetsu
11,Fruits Basket: The Final,TV (13 eps),Apr 2021 - Jun 2021,"406,714 members","['Genres: Drama, Romance, Supernatural']",['Broadcast: Tuesdays at 01:30 (JST)'],['Licensors: Funimation'],"['Favorites: 18,215']",['Popularity: #497'],"['Score: 9.011 (scored by 198,206 users)']",https://myanimelist.net/anime/42938/Fruits_Basket__The_Final
12,Gintama.,TV (12 eps),Jan 2017 - Mar 2017,"289,183 members","['Genres: Action, Comedy, Sci-Fi']",['Broadcast: Mondays at 01:35 (JST)'],"['Licensors: None found, add some']","['Favorites: 2,607']",['Popularity: #745'],"['Score: 8.991 (scored by 134,591 users)']",https://myanimelist.net/anime/34096/Gintama
13,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Movie (1 eps),Dec 2022 - Dec 2022,"87,509 members","['Genres: Comedy, Drama, Romance']",[],"['Licensors: None found, add some']",['Favorites: 386'],['Popularity: #2041'],"['Score: 8.971 (scored by 6,076 users)']",https://myanimelist.net/anime/52198/Kaguya-sama_wa_Kokurasetai__First_Kiss_wa_Owaranai
14,3-gatsu no Lion 2nd Season,TV (22 eps),Oct 2017 - Mar 2018,"374,082 members","['Genres: Drama, Slice of Life']",['Broadcast: Saturdays at 23:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 14,676']",['Popularity: #549'],"['Score: 8.941 (scored by 186,460 users)']",https://myanimelist.net/anime/35180/3-gatsu_no_Lion_2nd_Season
15,Bocchi the Rock!,TV (12 eps),Oct 2022 - Dec 2022,"317,517 members",[],['Broadcast: Sundays at 00:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 15,262']",['Popularity: #664'],"['Score: 8.941 (scored by 172,453 users)']",https://myanimelist.net/anime/47917/Bocchi_the_Rock
16,Clannad: After Story,TV (24 eps),Oct 2008 - Mar 2009,"1,128,679 members","['Genres: Drama, Romance, Supernatural']",['Broadcast: Fridays at 01:59 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 68,231']",['Popularity: #109'],"['Score: 8.941 (scored by 629,932 users)']",https://myanimelist.net/anime/4181/Clannad__After_Story
17,Gintama,TV (201 eps),Apr 2006 - Mar 2010,"1,000,984 members","['Genres: Action, Comedy, Sci-Fi']",['Broadcast: Thursdays at 18:00 (JST)'],"['Licensors: Sentai Filmworks, Crunchyroll']","['Favorites: 56,811']",['Popularity: #138'],"['Score: 8.941 (scored by 373,845 users)']",https://myanimelist.net/anime/918/Gintama
18,Koe no Katachi,Movie (1 eps),Sep 2016 - Sep 2016,"2,125,680 members","['Genres: Award Winning, Drama']",[],"['Licensors: Eleven Arts, NYAV Post']","['Favorites: 81,334']",['Popularity: #19'],"['Score: 8.941 (scored by 1,477,115 users)']",https://myanimelist.net/anime/28851/Koe_no_Katachi
19,Gintama Movie 2: Kanketsu-hen - Yorozuya yo Eien Nare,Movie (1 eps),Jul 2013 - Jul 2013,"223,564 members","['Genres: Action, Comedy, Sci-Fi']",[],"['Licensors: None found, add some']","['Favorites: 2,068']",['Popularity: #956'],"['Score: 8.921 (scored by 127,092 users)']",https://myanimelist.net/anime/15335/Gintama_Movie_2__Kanketsu-hen_-_Yorozuya_yo_Eien_Nare
20,Code Geass: Hangyaku no Lelouch R2,TV (25 eps),Apr 2008 - Sep 2008,"1,660,445 members","['Genres: Action, Award Winning, Drama, Sci-Fi']",['Broadcast: Sundays at 17:00 (JST)'],"['Licensors: Funimation, Bandai Entertainment']","['Favorites: 73,517']",['Popularity: #47'],"['Score: 8.911 (scored by 1,121,300 users)']",https://myanimelist.net/anime/2904/Code_Geass__Hangyaku_no_Lelouch_R2
21,Violet Evergarden Movie,Movie (1 eps),Sep 2020 - Sep 2020,"516,364 members","['Genres: Award Winning, Drama, Fantasy']",[],['Licensors: Funimation'],"['Favorites: 7,825']",['Popularity: #381'],"['Score: 8.911 (scored by 221,179 users)']",https://myanimelist.net/anime/37987/Violet_Evergarden_Movie
22,Owarimonogatari 2nd Season,TV (7 eps),Aug 2017 - Aug 2017,"370,894 members","['Genres: Comedy, Mystery, Supernatural']",['Broadcast: Not scheduled once per week'],['Licensors: Aniplex of America'],"['Favorites: 8,327']",['Popularity: #553'],"['Score: 8.891 (scored by 178,892 users)']",https://myanimelist.net/anime/35247/Owarimonogatari_2nd_Season
23,Gintama.: Shirogane no Tamashii-hen - Kouhan-sen,TV (14 eps),Jul 2018 - Oct 2018,"179,248 members","['Genres: Action, Comedy, Sci-Fi']",['Broadcast: Mondays at 01:35 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,005']",['Popularity: #1183'],"['Score: 8.881 (scored by 86,535 users)']",https://myanimelist.net/anime/37491/Gintama__Shirogane_no_Tamashii-hen_-_Kouhan-sen
24,Monster,TV (74 eps),Apr 2004 - Sep 2005,"959,745 members","['Genres: Drama, Mystery, Suspense']",['Broadcast: Wednesdays at 00:40 (JST)'],['Licensors: VIZ Media'],"['Favorites: 44,233']",['Popularity: #149'],"['Score: 8.861 (scored by 343,426 users)']",https://myanimelist.net/anime/19/Monster
25,Kimi no Na wa.,Movie (1 eps),Aug 2016 - Aug 2016,"2,522,717 members","['Genres: Award Winning, Drama, Supernatural']",[],"['Licensors: Funimation, NYAV Post']","['Favorites: 85,376']",['Popularity: #11'],"['Score: 8.851 (scored by 1,756,547 users)']",https://myanimelist.net/anime/32281/Kimi_no_Na_wa
26,Kimetsu no Yaiba: Yuukaku-hen,TV (11 eps),Dec 2021 - Feb 2022,"1,135,588 members","['Genres: Action, Fantasy']",['Broadcast: Sundays at 23:15 (JST)'],"['Licensors: Aniplex of America, Crunchyroll']","['Favorites: 22,563']",['Popularity: #108'],"['Score: 8.821 (scored by 691,352 users)']",https://myanimelist.net/anime/47778/Kimetsu_no_Yaiba__Yuukaku-hen
27,Kingdom 3rd Season,TV (26 eps),Apr 2020 - Oct 2021,"85,987 members",[],['Broadcast: Mondays at 00:10 (JST)'],['Licensors: Funimation'],"['Favorites: 1,723']",['Popularity: #2065'],"['Score: 8.821 (scored by 31,724 users)']",https://myanimelist.net/anime/40682/Kingdom_3rd_Season
28,Gintama.: Shirogane no Tamashii-hen,TV (12 eps),Jan 2018 - Mar 2018,"193,561 members","['Genres: Action, Comedy, Sci-Fi']",['Broadcast: Mondays at 01:35 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,116']",['Popularity: #1105'],"['Score: 8.811 (scored by 94,718 users)']",https://myanimelist.net/anime/36838/Gintama__Shirogane_no_Tamashii-hen
29,Mob Psycho 100 II,TV (13 eps),Jan 2019 - Apr 2019,"1,382,416 members","['Genres: Action, Comedy, Supernatural']",['Broadcast: Mondays at 23:00 (JST)'],['Licensors: Funimation'],"['Favorites: 31,220']",['Popularity: #76'],"['Score: 8.811 (scored by 869,094 users)']",https://myanimelist.net/anime/37510/Mob_Psycho_100_II
30,Shingeki no Kyojin: The Final Season,TV (16 eps),Dec 2020 - Mar 2021,"1,771,104 members","['Genres: Action, Drama']",['Broadcast: Mondays at 00:10 (JST)'],['Licensors: Funimation'],"['Favorites: 50,808']",['Popularity: #41'],"['Score: 8.811 (scored by 1,167,312 users)']",https://myanimelist.net/anime/40028/Shingeki_no_Kyojin__The_Final_Season
31,Kizumonogatari III: Reiketsu-hen,Movie (1 eps),Jan 2017 - Jan 2017,"429,306 members","['Genres: Action, Mystery, Supernatural']",[],['Licensors: Aniplex of America'],"['Favorites: 7,106']",['Popularity: #466'],"['Score: 8.791 (scored by 249,178 users)']",https://myanimelist.net/anime/31758/Kizumonogatari_III__Reiketsu-hen
32,Sen to Chihiro no Kamikakushi,Movie (1 eps),Jul 2001 - Jul 2001,"1,713,828 members","['Genres: Adventure, Award Winning, Supernatural']",[],"['Licensors: Disney Platform Distribution, GKIDS']","['Favorites: 30,313']",['Popularity: #44'],"['Score: 8.781 (scored by 1,202,637 users)']",https://myanimelist.net/anime/199/Sen_to_Chihiro_no_Kamikakushi
33,Vinland Saga Season 2,TV (24 eps),Jan 2023 -,"311,344 members","['Genres: Action, Adventure, Drama']",['Broadcast: Tuesdays at 00:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 3,155']",['Popularity: #688'],"['Score: 8.771 (scored by 34,860 users)']",https://myanimelist.net/anime/49387/Vinland_Saga_Season_2
34,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,TV (10 eps),Oct 2016 - Dec 2016,"1,111,790 members",[],['Broadcast: Saturdays at 01:55 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 15,009']",['Popularity: #113'],"['Score: 8.781 (scored by 738,773 users)']",https://myanimelist.net/anime/32935/Haikyuu_Karasuno_Koukou_vs_Shiratorizawa_Gakuen_Koukou
35,Monogatari Series: Second Season,TV (26 eps),Jul 2013 - Dec 2013,"636,594 members","['Genres: Comedy, Mystery, Romance, Supernatural']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 22,886']",['Popularity: #290'],"['Score: 8.771 (scored by 340,466 users)']",https://myanimelist.net/anime/17074/Monogatari_Series__Second_Season
36,Shingeki no Kyojin: The Final Season Part 2,TV (12 eps),Jan 2022 - Apr 2022,"1,054,632 members","['Genres: Action, Drama']",['Broadcast: Mondays at 00:05 (JST)'],"['Licensors: None found, add some']","['Favorites: 28,382']",['Popularity: #128'],"['Score: 8.771 (scored by 568,617 users)']",https://myanimelist.net/anime/48583/Shingeki_no_Kyojin__The_Final_Season_Part_2
37,Mob Psycho 100 III,TV (12 eps),Oct 2022 - Dec 2022,"503,532 members","['Genres: Action, Comedy, Supernatural']",['Broadcast: Thursdays at 00:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 7,704']",['Popularity: #392'],"['Score: 8.751 (scored by 193,915 users)']",https://myanimelist.net/anime/50172/Mob_Psycho_100_III
38,Shiguang Dailiren,ONA (11 eps),Apr 2021 - Jul 2021,"273,774 members","['Genres: Drama, Supernatural']",[],['Licensors: Funimation'],"['Favorites: 8,739']",['Popularity: #792'],"['Score: 8.751 (scored by 94,746 users)']",https://myanimelist.net/anime/44074/Shiguang_Dailiren
39,Cowboy Bebop,TV (26 eps),Apr 1998 - Apr 1999,"1,724,945 members","['Genres: Action, Award Winning, Sci-Fi']",['Broadcast: Saturdays at 01:00 (JST)'],"['Licensors: Funimation, Bandai Entertainment']","['Favorites: 76,527']",['Popularity: #43'],"['Score: 8.751 (scored by 888,954 users)']",https://myanimelist.net/anime/1/Cowboy_Bebop
40,Hajime no Ippo,TV (75 eps),Oct 2000 - Mar 2002,"525,355 members",[],['Broadcast: Tuesdays at 00:50 (JST)'],"['Licensors: Discotek Media, Geneon Entertainment USA']","['Favorites: 19,215']",['Popularity: #371'],"['Score: 8.751 (scored by 255,861 users)']",https://myanimelist.net/anime/263/Hajime_no_Ippo
41,Kingdom 4th Season,TV (26 eps),Apr 2022 - Oct 2022,"49,059 members",[],['Broadcast: Sundays at 00:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 892'],['Popularity: #2855'],"['Score: 8.751 (scored by 18,363 users)']",https://myanimelist.net/anime/50160/Kingdom_4th_Season
42,Mushishi Zoku Shou 2nd Season,TV (10 eps),Oct 2014 - Dec 2014,"249,204 members","['Genres: Adventure, Fantasy, Mystery, Slice of Life, Supernatural']",['Broadcast: Sundays at 00:30 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 1,373']",['Popularity: #863'],"['Score: 8.731 (scored by 99,128 users)']",https://myanimelist.net/anime/24701/Mushishi_Zoku_Shou_2nd_Season
43,Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,TV (12 eps),Jan 2017 - Mar 2017,"177,289 members",[],['Broadcast: Saturdays at 02:25 (JST)'],"['Licensors: None found, add some']","['Favorites: 3,042']",['Popularity: #1201'],"['Score: 8.731 (scored by 61,609 users)']",https://myanimelist.net/anime/33095/Shouwa_Genroku_Rakugo_Shinjuu__Sukeroku_Futatabi-hen
44,Vinland Saga,TV (24 eps),Jul 2019 - Dec 2019,"1,273,763 members","['Genres: Action, Adventure, Drama']",['Broadcast: Mondays at 00:10 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 39,067']",['Popularity: #90'],"['Score: 8.731 (scored by 709,168 users)']",https://myanimelist.net/anime/37521/Vinland_Saga
45,86 Part 2,TV (12 eps),Oct 2021 - Mar 2022,"398,025 members","['Genres: Action, Drama, Sci-Fi']",['Broadcast: Sundays at 00:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 11,855']",['Popularity: #515'],"['Score: 8.711 (scored by 212,784 users)']",https://myanimelist.net/anime/48569/86_Part_2
46,Ashita no Joe 2,TV (47 eps),Oct 1980 - Aug 1981,"45,991 members","['Genres: Drama, Sports']",['Broadcast: Unknown'],"['Licensors: None found, add some']","['Favorites: 2,333']",['Popularity: #2957'],"['Score: 8.711 (scored by 17,865 users)']",https://myanimelist.net/anime/2921/Ashita_no_Joe_2
47,Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,TV (12 eps),Oct 2021 - Dec 2021,"731,815 members","['Genres: Drama, Fantasy, Ecchi']",['Broadcast: Mondays at 00:00 (JST)'],['Licensors: Funimation'],"['Favorites: 16,327']",['Popularity: #235'],"['Score: 8.711 (scored by 439,267 users)']",https://myanimelist.net/anime/45576/Mushoku_Tensei__Isekai_Ittara_Honki_Dasu_Part_2
48,Rurouni Kenshin: Meiji Kenkaku Romantan - Tsuioku-hen,OVA (4 eps),Feb 1999 - Sep 1999,"265,229 members","['Genres: Action, Drama, Romance']",[],"['Licensors: ADV Films, Aniplex of America']","['Favorites: 6,059']",['Popularity: #813'],"['Score: 8.711 (scored by 132,652 users)']",https://myanimelist.net/anime/44/Rurouni_Kenshin__Meiji_Kenkaku_Romantan_-_Tsuioku-hen
49,Mushishi Zoku Shou,TV (10 eps),Apr 2014 - Jun 2014,"282,605 members","['Genres: Adventure, Fantasy, Mystery, Slice of Life, Supernatural']",['Broadcast: Saturdays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 1,497']",['Popularity: #761'],"['Score: 8.701 (scored by 111,703 users)']",https://myanimelist.net/anime/21939/Mushishi_Zoku_Shou
50,Odd Taxi,TV (13 eps),Apr 2021 - Jun 2021,"367,395 members","['Genres: Award Winning, Mystery']",['Broadcast: Tuesdays at 02:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 7,347']",['Popularity: #561'],"['Score: 8.701 (scored by 180,318 users)']",https://myanimelist.net/anime/46102/Odd_Taxi
51,Code Geass: Hangyaku no Lelouch,TV (25 eps),Oct 2006 - Jul 2007,"2,104,590 members","['Genres: Action, Award Winning, Drama, Sci-Fi']",['Broadcast: Fridays at 01:25 (JST)'],"['Licensors: Funimation, Bandai Entertainment']","['Favorites: 103,564']",['Popularity: #20'],"['Score: 8.701 (scored by 1,315,571 users)']",https://myanimelist.net/anime/1575/Code_Geass__Hangyaku_no_Lelouch
52,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,ONA (14 eps),Dec 2022 - Dec 2022,"113,046 members","['Genres: Action, Adventure, Supernatural']",[],"['Licensors: None found, add some']","['Favorites: 1,981']",['Popularity: #1718'],"['Score: 8.701 (scored by 70,928 users)']",https://myanimelist.net/anime/53273/JoJo_no_Kimyou_na_Bouken_Part_6__Stone_Ocean_Part_3
