,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score
25,[],['Broadcast: Sundays at 08:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 92'],['Popularity: #4458'],"['Score: 7.421 (scored by 9,839 users)']"
26,[],[],"['Licensors: None found, add some']",['Favorites: 10'],['Popularity: #12383'],['Score: 7.421 (scored by 550 users)']
27,[],['Broadcast: Mondays at 00:10 (JST)'],"['Licensors: None found, add some']",['Favorites: 83'],['Popularity: #2913'],"['Score: 7.421 (scored by 21,460 users)']"
28,"['Genres: Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 40'],['Popularity: #5109'],"['Score: 7.421 (scored by 7,649 users)']"
29,"['Genres: Action, Adventure, Fantasy']",['Broadcast: Saturdays at 23:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 375'],['Popularity: #2085'],"['Score: 7.421 (scored by 12,913 users)']"
30,"['Genres: Drama, Mystery, Suspense']",['Broadcast: Thursdays at 00:30 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 930'],['Popularity: #1045'],"['Score: 7.421 (scored by 87,880 users)']"
31,"['Genres: Comedy, Drama']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 36'],['Popularity: #6009'],"['Score: 7.421 (scored by 3,094 users)']"
32,"['Genres: Comedy, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 32'],['Popularity: #7905'],"['Score: 7.421 (scored by 2,942 users)']"
33,"['Genres: Mystery, Supernatural, Suspense']",['Broadcast: Thursdays at 23:30 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 788'],['Popularity: #1426'],"['Score: 7.421 (scored by 43,467 users)']"
34,"['Genres: Comedy, Slice of Life']",['Broadcast: Unknown'],"['Licensors: Media Blasters, Sentai Filmworks']","['Favorites: 1,035']",['Popularity: #1118'],"['Score: 7.421 (scored by 86,589 users)']"
35,"['Genres: Action, Sci-Fi']",['Broadcast: Fridays at 22:00 (JST)'],['Licensors: Funimation'],['Favorites: 785'],['Popularity: #1660'],"['Score: 7.421 (scored by 37,583 users)']"
36,"['Genres: Drama, Romance']",['Broadcast: Sundays at 01:00 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 4,704']",['Popularity: #304'],"['Score: 7.421 (scored by 340,466 users)']"
37,"['Genres: Action, Adventure, Fantasy']",[],['Licensors: Discotek Media'],['Favorites: 54'],['Popularity: #4168'],"['Score: 7.421 (scored by 9,253 users)']"
38,"['Genres: Comedy, Romance, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: Funimation, Geneon Entertainment USA']",['Favorites: 593'],['Popularity: #2240'],"['Score: 7.421 (scored by 33,316 users)']"
39,"['Genres: Action, Adventure, Comedy, Fantasy']",[],['Licensors: Crunchyroll'],"['Favorites: 1,024']",['Popularity: #1612'],"['Score: 7.421 (scored by 5,742 users)']"
40,"['Genres: Action, Adventure, Comedy, Romance']",['Broadcast: Saturdays at 18:00 (JST)'],['Licensors: Hirameki International'],['Favorites: 10'],['Popularity: #9964'],['Score: 7.421 (scored by 742 users)']
41,"['Genres: Action, Comedy']",[],"['Licensors: Sentai Filmworks, Maiden Japan, Bandai Visual USA']",['Favorites: 32'],['Popularity: #5327'],"['Score: 7.421 (scored by 3,761 users)']"
42,[],['Broadcast: Sundays at 22:00 (JST)'],"['Licensors: NIS America, Inc.']","['Favorites: 7,902']",['Popularity: #465'],"['Score: 7.411 (scored by 217,566 users)']"
43,"['Genres: Adventure, Comedy, Romance, Supernatural, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 41'],['Popularity: #3672'],"['Score: 7.411 (scored by 10,516 users)']"
44,"['Genres: Action, Comedy, Drama']",['Broadcast: Unknown'],['Licensors: Geneon Entertainment USA'],"['Favorites: 1,023']",['Popularity: #1870'],"['Score: 7.411 (scored by 40,750 users)']"
45,"['Genres: Action, Sci-Fi']",[],['Licensors: Sentai Filmworks'],['Favorites: 49'],['Popularity: #3474'],"['Score: 7.411 (scored by 17,124 users)']"
46,[],[],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #9677'],"['Score: 7.411 (scored by 1,574 users)']"
47,"['Genres: Action, Adventure, Drama, Supernatural']",[],['Licensors: Sentai Filmworks'],['Favorites: 386'],['Popularity: #2243'],"['Score: 7.411 (scored by 25,565 users)']"
48,[],[],"['Licensors: None found, add some']",['Favorites: 44'],['Popularity: #2298'],"['Score: 7.411 (scored by 34,802 users)']"
49,"['Genres: Action, Adventure, Comedy, Fantasy']",[],['Licensors: The Pokemon Company International'],['Favorites: 16'],['Popularity: #3729'],"['Score: 7.411 (scored by 16,886 users)']"
50,"['Genres: Adventure, Comedy']",[],['Licensors: VIZ Media'],['Favorites: 17'],['Popularity: #4436'],"['Score: 7.411 (scored by 10,833 users)']"
51,"['Genres: Action, Comedy, Drama']",['Broadcast: Fridays at 01:55 (JST)'],"['Licensors: Sentai Filmworks, Geneon Entertainment USA']","['Favorites: 1,919']",['Popularity: #1088'],"['Score: 7.411 (scored by 94,869 users)']"
52,[],['Broadcast: Mondays at 01:35 (JST)'],"['Licensors: None found, add some']",['Favorites: 128'],['Popularity: #3466'],"['Score: 7.411 (scored by 14,966 users)']"
53,[],[],"['Licensors: None found, add some']",['Favorites: 10'],['Popularity: #4889'],"['Score: 7.411 (scored by 6,132 users)']"
54,[],['Broadcast: Saturdays at 09:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 580'],['Popularity: #1868'],"['Score: 7.411 (scored by 53,544 users)']"
55,"['Genres: Comedy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 151'],['Popularity: #1826'],"['Score: 7.421 (scored by 56,322 users)']"
56,[],[],['Licensors: Sentai Filmworks'],['Favorites: 27'],['Popularity: #3513'],"['Score: 7.411 (scored by 12,845 users)']"
57,"['Genres: Action, Comedy, Romance, Sci-Fi']",[],"['Licensors: Funimation, Geneon Entertainment USA']",['Favorites: 46'],['Popularity: #4205'],"['Score: 7.411 (scored by 11,813 users)']"
58,[],['Broadcast: Saturdays at 23:30 (JST)'],['Licensors: Aniplex of America'],['Favorites: 278'],['Popularity: #1378'],"['Score: 7.411 (scored by 72,636 users)']"
59,"['Genres: Adventure, Comedy, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 607'],['Popularity: #1684'],"['Score: 7.411 (scored by 41,091 users)']"
60,"['Genres: Comedy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 61'],['Popularity: #1987'],"['Score: 7.411 (scored by 46,800 users)']"
61,"['Genres: Romance, Sports']",['Broadcast: Sundays at 09:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 74'],['Popularity: #5106'],"['Score: 7.411 (scored by 6,117 users)']"
62,"['Genres: Action, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 45'],['Popularity: #3992'],"['Score: 7.411 (scored by 11,272 users)']"
63,"['Genres: Action, Adventure, Fantasy']",[],['Licensors: VIZ Media'],['Favorites: 905'],['Popularity: #452'],"['Score: 7.411 (scored by 283,446 users)']"
64,"['Genres: Award Winning, Drama, Romance']",[],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #7902'],"['Score: 7.411 (scored by 2,506 users)']"
65,[],[],"['Licensors: None found, add some']",['Favorites: 13'],['Popularity: #5469'],"['Score: 7.411 (scored by 5,531 users)']"
66,[],[],"['Licensors: None found, add some']",['Favorites: 21'],['Popularity: #10302'],"['Score: 7.411 (scored by 1,266 users)']"
67,"['Genres: Action, Supernatural']",[],['Licensors: Eleven Arts'],['Favorites: 28'],['Popularity: #4951'],"['Score: 7.411 (scored by 2,407 users)']"
68,"['Genres: Adventure, Comedy, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #7877'],"['Score: 7.411 (scored by 2,727 users)']"
69,"['Genres: Drama, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 14'],['Popularity: #9585'],"['Score: 7.411 (scored by 1,143 users)']"
70,"['Genres: Action, Drama']",['Broadcast: Thursdays at 02:44 (JST)'],['Licensors: Funimation'],"['Favorites: 3,552']",['Popularity: #356'],"['Score: 7.411 (scored by 265,893 users)']"
71,"['Genres: Action, Drama, Horror, Sci-Fi, Supernatural, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 324'],['Popularity: #1960'],"['Score: 7.411 (scored by 56,853 users)']"
72,"['Genres: Comedy, Drama, Slice of Life']",['Broadcast: Unknown'],"['Licensors: Media Blasters, NYAV Post']",['Favorites: 222'],['Popularity: #3060'],"['Score: 7.411 (scored by 20,211 users)']"
73,"['Genres: Drama, Romance, Sci-Fi']",[],['Licensors: Funimation'],['Favorites: 362'],['Popularity: #1462'],"['Score: 7.411 (scored by 68,039 users)']"
74,"['Genres: Mystery, Supernatural, Suspense']",[],['Licensors: Sentai Filmworks'],['Favorites: 444'],['Popularity: #1139'],"['Score: 7.411 (scored by 99,410 users)']"
75,"['Genres: Sci-Fi, Sports']",[],"['Licensors: None found, add some']",['Favorites: 21'],['Popularity: #4851'],"['Score: 7.411 (scored by 9,042 users)']"
76,"['Genres: Action, Drama, Supernatural']",[],['Licensors: VIZ Media'],['Favorites: 141'],['Popularity: #2467'],"['Score: 7.411 (scored by 9,462 users)']"
77,[],[],"['Licensors: None found, add some']",['Favorites: 147'],['Popularity: #2632'],"['Score: 7.411 (scored by 34,619 users)']"
78,"['Genres: Action, Horror, Mystery, Supernatural']",['Broadcast: Saturdays at 01:55 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 3,041']",['Popularity: #346'],"['Score: 7.401 (scored by 282,343 users)']"
79,"['Genres: Action, Sci-Fi']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 3,448']",['Popularity: #399'],"['Score: 7.401 (scored by 274,727 users)']"
80,"['Genres: Fantasy, Horror, Mystery']",['Broadcast: Unknown'],"['Licensors: Discotek Media, Geneon Entertainment USA']",['Favorites: 265'],['Popularity: #2318'],"['Score: 7.401 (scored by 24,372 users)']"
81,"['Genres: Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 21'],['Popularity: #9176'],"['Score: 7.401 (scored by 1,617 users)']"
82,[],['Broadcast: Saturdays at 17:30 (JST)'],['Licensors: Funimation'],"['Favorites: 9,994']",['Popularity: #130'],"['Score: 7.401 (scored by 501,587 users)']"
83,[],[],"['Licensors: None found, add some']",['Favorites: 80'],['Popularity: #4087'],"['Score: 7.401 (scored by 8,523 users)']"
84,[],['Broadcast: Tuesdays at 01:35 (JST)'],['Licensors: VIZ Media'],['Favorites: 319'],['Popularity: #2363'],"['Score: 7.401 (scored by 30,084 users)']"
85,"['Genres: Comedy, Drama, Romance, Sci-Fi, Ecchi']",['Broadcast: Wednesdays at 02:20 (JST)'],"['Licensors: Funimation, Geneon Entertainment USA']","['Favorites: 3,738']",['Popularity: #430'],"['Score: 7.401 (scored by 246,234 users)']"
86,"['Genres: Adventure, Comedy, Mystery']",[],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #5379'],"['Score: 7.401 (scored by 6,030 users)']"
87,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 58'],['Popularity: #5130'],"['Score: 7.401 (scored by 3,432 users)']"
88,"['Genres: Action, Adventure, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 24'],['Popularity: #8396'],['Score: 7.401 (scored by 845 users)']
89,"['Genres: Action, Fantasy, Supernatural']",['Broadcast: Sundays at 02:58 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 682'],['Popularity: #1748'],"['Score: 7.401 (scored by 42,089 users)']"
90,"['Genres: Action, Drama, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 18'],['Popularity: #5235'],"['Score: 7.401 (scored by 4,846 users)']"
91,"['Genres: Comedy, Romance, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #6781'],"['Score: 7.401 (scored by 2,380 users)']"
92,"['Genres: Action, Drama']",[],"['Licensors: None found, add some']",['Favorites: 55'],['Popularity: #3297'],"['Score: 7.401 (scored by 19,084 users)']"
93,[],['Broadcast: Fridays at 21:00 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 514'],['Popularity: #2112'],"['Score: 7.401 (scored by 11,589 users)']"
94,"['Genres: Comedy, Fantasy']",['Broadcast: Wednesdays at 00:30 (JST)'],['Licensors: Funimation'],['Favorites: 993'],['Popularity: #568'],"['Score: 7.401 (scored by 203,429 users)']"
95,"['Genres: Comedy, Supernatural']",['Broadcast: Wednesdays at 02:05 (JST)'],"['Licensors: None found, add some']",['Favorites: 118'],['Popularity: #3529'],"['Score: 7.401 (scored by 9,517 users)']"
96,"['Genres: Action, Adventure']",[],"['Licensors: None found, add some']",['Favorites: 218'],['Popularity: #5557'],"['Score: 7.401 (scored by 3,736 users)']"
97,"['Genres: Action, Mystery, Supernatural']",['Broadcast: Sundays at 22:00 (JST)'],['Licensors: Funimation'],"['Favorites: 2,147']",['Popularity: #623'],"['Score: 7.401 (scored by 151,509 users)']"
98,"['Genres: Comedy, Fantasy, Romance']",['Broadcast: Wednesdays at 22:30 (JST)'],['Licensors: Crunchyroll'],['Favorites: 590'],['Popularity: #1718'],"['Score: 7.401 (scored by 15,329 users)']"
99,"['Genres: Fantasy, Romance, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 19'],['Popularity: #6273'],"['Score: 7.401 (scored by 3,804 users)']"
100,[],['Broadcast: Saturdays at 17:35 (JST)'],"['Licensors: None found, add some']",['Favorites: 76'],['Popularity: #3567'],"['Score: 7.401 (scored by 14,628 users)']"
101,"['Genres: Award Winning, Comedy, Drama, Sci-Fi']",['Broadcast: Fridays at 17:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 40'],['Popularity: #7132'],"['Score: 7.401 (scored by 2,315 users)']"
102,"['Genres: Action, Comedy, Ecchi']",['Broadcast: Thursdays at 01:35 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 271'],['Popularity: #1471'],"['Score: 7.401 (scored by 69,244 users)']"
103,"['Genres: Comedy, Slice of Life']",[],"['Licensors: None found, add some']",['Favorites: 6'],['Popularity: #4091'],"['Score: 7.401 (scored by 11,981 users)']"
104,[],[],['Licensors: Funimation'],['Favorites: 57'],['Popularity: #2131'],"['Score: 7.401 (scored by 43,406 users)']"
105,"['Genres: Action, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #4750'],"['Score: 7.401 (scored by 9,631 users)']"
106,[],['Broadcast: Saturdays at 10:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 178'],['Popularity: #4366'],"['Score: 7.401 (scored by 8,219 users)']"
107,"['Genres: Action, Sci-Fi, Suspense']",['Broadcast: Fridays at 00:50 (JST)'],['Licensors: Funimation'],"['Favorites: 1,446']",['Popularity: #302'],"['Score: 7.401 (scored by 333,990 users)']"
108,"['Genres: Action, Comedy']",['Broadcast: Mondays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 99'],['Popularity: #5293'],"['Score: 7.401 (scored by 3,280 users)']"
109,[],[],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #5812'],"['Score: 7.401 (scored by 3,022 users)']"
110,"['Genres: Action, Adventure, Drama, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 16'],['Popularity: #5702'],"['Score: 7.401 (scored by 3,796 users)']"
111,[],['Broadcast: Saturdays at 09:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 2,863']",['Popularity: #1026'],"['Score: 7.401 (scored by 102,111 users)']"
112,"['Genres: Comedy, Drama, Slice of Life']",[],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #6217'],"['Score: 7.401 (scored by 3,979 users)']"
113,"['Genres: Comedy, Fantasy']",['Broadcast: Tuesdays at 22:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,402']",['Popularity: #914'],"['Score: 7.401 (scored by 107,563 users)']"
114,"['Genres: Action, Adventure, Comedy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 17'],['Popularity: #10083'],['Score: 7.401 (scored by 900 users)']
115,"['Genres: Action, Drama, Fantasy, Romance']",['Broadcast: Wednesdays at 18:30 (JST)'],"['Licensors: Funimation, Geneon Entertainment USA']",['Favorites: 749'],['Popularity: #2169'],"['Score: 7.401 (scored by 34,335 users)']"
116,[],[],"['Licensors: None found, add some']",['Favorites: 6'],['Popularity: #9747'],"['Score: 7.401 (scored by 1,511 users)']"
117,"['Genres: Action, Fantasy']",['Broadcast: Sundays at 08:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 120'],['Popularity: #5770'],"['Score: 7.391 (scored by 3,022 users)']"
118,"['Genres: Action, Sci-Fi, Ecchi']",['Broadcast: Unknown'],"['Licensors: Funimation, Geneon Entertainment USA']",['Favorites: 112'],['Popularity: #2763'],"['Score: 7.391 (scored by 31,020 users)']"
119,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 85'],['Popularity: #5141'],"['Score: 7.391 (scored by 6,543 users)']"
120,"['Genres: Adventure, Comedy, Slice of Life']",[],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #5227'],"['Score: 7.391 (scored by 5,844 users)']"
121,"['Genres: Action, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 127'],['Popularity: #2328'],"['Score: 7.391 (scored by 28,279 users)']"
122,"['Genres: Adventure, Award Winning, Fantasy, Supernatural']",[],"['Licensors: NYAV Post, GKIDS']",['Favorites: 179'],['Popularity: #2839'],"['Score: 7.391 (scored by 18,105 users)']"
123,"['Genres: Sci-Fi, Slice of Life']",[],"['Licensors: None found, add some']",['Favorites: 329'],['Popularity: #3336'],"['Score: 7.391 (scored by 13,428 users)']"
124,"['Genres: Action, Adventure, Comedy, Supernatural']",[],['Licensors: Funimation'],['Favorites: 24'],['Popularity: #4529'],"['Score: 7.391 (scored by 7,359 users)']"
125,"['Genres: Action, Adventure, Sci-Fi']",['Broadcast: Saturdays at 17:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 54'],['Popularity: #8788'],['Score: 7.391 (scored by 987 users)']
126,"['Genres: Drama, Slice of Life']",['Broadcast: Sundays at 19:30 (JST)'],['Licensors: Saban Entertainment'],['Favorites: 40'],['Popularity: #6303'],"['Score: 7.391 (scored by 2,992 users)']"
127,[],[],"['Licensors: None found, add some']",['Favorites: 21'],['Popularity: #7611'],"['Score: 7.391 (scored by 2,098 users)']"
128,[],['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 361'],['Popularity: #1308'],"['Score: 7.391 (scored by 86,628 users)']"
129,[],[],"['Licensors: None found, add some']",['Favorites: 32'],['Popularity: #6172'],"['Score: 7.391 (scored by 4,583 users)']"
130,"['Genres: Adventure, Comedy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 12'],['Popularity: #7293'],"['Score: 7.391 (scored by 3,541 users)']"
131,"['Genres: Action, Sci-Fi']",['Broadcast: Sundays at 01:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,610']",['Popularity: #1111'],"['Score: 7.391 (scored by 80,397 users)']"
132,"['Genres: Boys Love, Comedy, Drama, Romance']",['Broadcast: Saturdays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 1,727']",['Popularity: #1420'],"['Score: 7.391 (scored by 72,404 users)']"
133,"['Genres: Action, Horror, Mystery']",['Broadcast: Thursdays at 23:30 (JST)'],['Licensors: Funimation'],"['Favorites: 2,261']",['Popularity: #706'],"['Score: 7.391 (scored by 167,659 users)']"
134,"['Genres: Action, Adventure, Fantasy']",[],['Licensors: Funimation'],['Favorites: 243'],['Popularity: #1052'],"['Score: 7.391 (scored by 142,193 users)']"
135,"['Genres: Action, Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 24'],['Popularity: #10251'],['Score: 7.391 (scored by 754 users)']
136,"['Genres: Action, Adventure, Sci-Fi']",[],"['Licensors: Bandai Entertainment, Discotek Media, NYAV Post, Bandai Visual USA']",['Favorites: 62'],['Popularity: #4182'],"['Score: 7.391 (scored by 7,583 users)']"
137,"['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Unknown'],"['Licensors: Discotek Media, Saban Entertainment']",['Favorites: 24'],['Popularity: #8109'],"['Score: 7.391 (scored by 1,608 users)']"
138,"['Genres: Action, Drama, Sci-Fi']",['Broadcast: Unknown'],['Licensors: Funimation'],"['Favorites: 1,137']",['Popularity: #1164'],"['Score: 7.391 (scored by 75,296 users)']"
139,[],[],"['Licensors: None found, add some']",['Favorites: 12'],['Popularity: #6390'],"['Score: 7.391 (scored by 3,542 users)']"
140,[],[],"['Licensors: None found, add some']",['Favorites: 619'],['Popularity: #1763'],"['Score: 7.391 (scored by 40,617 users)']"
141,"['Genres: Comedy, Drama, Romance, Supernatural']",['Broadcast: Fridays at Unknown'],['Licensors: Sentai Filmworks'],"['Favorites: 3,167']",['Popularity: #404'],"['Score: 7.391 (scored by 227,883 users)']"
142,"['Genres: Fantasy, Gourmet, Slice of Life']",['Broadcast: Tuesdays at 01:35 (JST)'],['Licensors: Funimation'],['Favorites: 855'],['Popularity: #941'],"['Score: 7.391 (scored by 101,734 users)']"
143,[],[],"['Licensors: None found, add some']",['Favorites: 8'],['Popularity: #4293'],"['Score: 7.391 (scored by 10,460 users)']"
144,"['Genres: Comedy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 14'],['Popularity: #7765'],"['Score: 7.391 (scored by 2,367 users)']"
145,"['Genres: Drama, Sci-Fi']",[],['Licensors: Bandai Entertainment'],['Favorites: 49'],['Popularity: #4218'],"['Score: 7.391 (scored by 12,346 users)']"
146,[],[],"['Licensors: None found, add some']",['Favorites: 10'],['Popularity: #6462'],"['Score: 7.391 (scored by 3,545 users)']"
147,[],['Broadcast: Saturdays at 22:30 (JST)'],['Licensors: Funimation'],"['Favorites: 2,899']",['Popularity: #1229'],"['Score: 7.391 (scored by 87,246 users)']"
148,"['Genres: Boys Love, Comedy, Romance']",[],['Licensors: Sentai Filmworks'],['Favorites: 72'],['Popularity: #2505'],"['Score: 7.391 (scored by 32,961 users)']"
149,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #11418'],['Score: 7.391 (scored by 460 users)']
150,"['Genres: Drama, Mystery, Sci-Fi']",[],['Licensors: Sentai Filmworks'],['Favorites: 360'],['Popularity: #3262'],['Score: 7.381 (scored by 478 users)']
151,"['Genres: Action, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 364'],['Popularity: #1700'],"['Score: 7.391 (scored by 60,911 users)']"
152,"['Genres: Action, Comedy, Romance']",['Broadcast: Mondays at 01:05 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,129']",['Popularity: #756'],"['Score: 7.391 (scored by 141,578 users)']"
153,"['Genres: Action, Comedy']",[],['Licensors: VIZ Media'],['Favorites: 140'],['Popularity: #1644'],"['Score: 7.391 (scored by 51,954 users)']"
