,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score
13,"['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Thursdays at 23:02 (JST)'],['Licensors: Discotek Media'],['Favorites: 109'],['Popularity: #3518'],"['Score: 7.751 (scored by 13,421 users)']"
14,"['Genres: Adventure, Comedy, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 313'],['Popularity: #1287'],"['Score: 7.751 (scored by 93,072 users)']"
15,"['Genres: Comedy, Fantasy']",['Broadcast: Saturdays at 17:35 (JST)'],"['Licensors: None found, add some']","['Favorites: 3,702']",['Popularity: #470'],"['Score: 7.751 (scored by 226,260 users)']"
16,"['Genres: Adventure, Fantasy, Sci-Fi']",['Broadcast: Saturdays at 19:00 (JST)'],"['Licensors: ADV Films, DiC Entertainment, Flatiron Film Company']","['Favorites: 3,813']",['Popularity: #1198'],"['Score: 7.751 (scored by 97,122 users)']"
17,"['Genres: Action, Adventure, Fantasy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 154'],['Popularity: #2897'],"['Score: 7.751 (scored by 29,742 users)']"
18,"['Genres: Action, Adventure, Comedy, Supernatural']",['Broadcast: Wednesdays at 18:30 (JST)'],"['Licensors: 4Kids Entertainment, Discotek Media']","['Favorites: 3,654']",['Popularity: #599'],"['Score: 7.751 (scored by 188,817 users)']"
19,"['Genres: Drama, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 77'],['Popularity: #3810'],"['Score: 7.751 (scored by 15,964 users)']"
20,"['Genres: Gourmet, Ecchi']",['Broadcast: Saturdays at 00:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,316']",['Popularity: #342'],"['Score: 7.751 (scored by 328,155 users)']"
21,"['Genres: Award Winning, Mystery']",['Broadcast: Fridays at 00:30 (JST)'],['Licensors: Funimation'],"['Favorites: 5,089']",['Popularity: #813'],"['Score: 7.751 (scored by 91,649 users)']"
22,"['Genres: Comedy, Drama, Slice of Life']",[],"['Licensors: None found, add some']",['Favorites: 11'],['Popularity: #5993'],"['Score: 7.751 (scored by 3,110 users)']"
23,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 202'],['Popularity: #4306'],"['Score: 7.751 (scored by 6,604 users)']"
24,"['Genres: Action, Comedy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 41'],['Popularity: #4187'],"['Score: 7.751 (scored by 8,231 users)']"
25,[],[],"['Licensors: None found, add some']",['Favorites: 53'],['Popularity: #5817'],"['Score: 7.751 (scored by 5,329 users)']"
26,"['Genres: Fantasy, Romance']",['Broadcast: Mondays at 23:00 (JST)'],['Licensors: VIZ Media'],['Favorites: 339'],['Popularity: #2663'],"['Score: 7.751 (scored by 26,233 users)']"
27,[],['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 21,737']",['Popularity: #65'],"['Score: 7.751 (scored by 917,054 users)']"
28,"['Genres: Action, Comedy, Mystery']",['Broadcast: Unknown'],['Licensors: Discotek Media'],['Favorites: 58'],['Popularity: #4304'],"['Score: 7.751 (scored by 8,130 users)']"
29,"['Genres: Action, Adventure, Fantasy']",['Broadcast: Saturdays at 09:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 533'],['Popularity: #2424'],"['Score: 7.751 (scored by 21,915 users)']"
30,[],[],['Licensors: Funimation'],['Favorites: 147'],['Popularity: #2219'],"['Score: 7.751 (scored by 28,096 users)']"
31,[],[],"['Licensors: None found, add some']",['Favorites: 45'],['Popularity: #3259'],"['Score: 7.751 (scored by 19,621 users)']"
32,"['Genres: Comedy, Slice of Life']",['Broadcast: Unknown'],['Licensors: Media Blasters'],['Favorites: 205'],['Popularity: #2139'],"['Score: 7.751 (scored by 43,816 users)']"
33,[],[],"['Licensors: None found, add some']",['Favorites: 83'],['Popularity: #4148'],"['Score: 7.751 (scored by 10,348 users)']"
34,"['Genres: Action, Adventure, Drama, Sci-Fi']",[],"['Licensors: Nozomi Entertainment, Bandai Entertainment']",['Favorites: 136'],['Popularity: #3632'],"['Score: 7.751 (scored by 18,314 users)']"
35,"['Genres: Action, Award Winning, Drama, Romance, Sci-Fi']",['Broadcast: Saturdays at 18:00 (JST)'],"['Licensors: Bandai Entertainment, NYAV Post']","['Favorites: 3,407']",['Popularity: #1310'],"['Score: 7.751 (scored by 91,486 users)']"
36,"['Genres: Adventure, Drama, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 45'],['Popularity: #2710'],"['Score: 7.751 (scored by 23,947 users)']"
37,[],[],"['Licensors: None found, add some']",['Favorites: 245'],['Popularity: #1801'],"['Score: 7.741 (scored by 71,525 users)']"
38,"['Genres: Comedy, Slice of Life']",['Broadcast: Mondays at 21:54 (JST)'],"['Licensors: None found, add some']",['Favorites: 88'],['Popularity: #2922'],"['Score: 7.741 (scored by 24,013 users)']"
39,"['Genres: Action, Adventure, Fantasy']",['Broadcast: Wednesdays at 01:26 (JST)'],['Licensors: Funimation'],"['Favorites: 8,134']",['Popularity: #285'],"['Score: 7.741 (scored by 312,989 users)']"
40,[],['Broadcast: Wednesdays at 23:30 (JST)'],['Licensors: Funimation'],"['Favorites: 1,180']",['Popularity: #1171'],"['Score: 7.741 (scored by 84,471 users)']"
41,[],[],"['Licensors: None found, add some']",['Favorites: 17'],['Popularity: #11202'],['Score: 7.731 (scored by 922 users)']
42,"['Genres: Comedy, Drama, Romance']",['Broadcast: Fridays at 02:35 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 12,425']",['Popularity: #145'],"['Score: 7.741 (scored by 511,916 users)']"
43,"['Genres: Action, Sci-Fi']",['Broadcast: Mondays at 18:00 (JST)'],['Licensors: Nozomi Entertainment'],['Favorites: 625'],['Popularity: #2320'],"['Score: 7.741 (scored by 36,832 users)']"
44,[],[],['Licensors: Eleven Arts'],['Favorites: 155'],['Popularity: #2597'],"['Score: 7.741 (scored by 24,818 users)']"
45,"['Genres: Adventure, Comedy, Fantasy, Romance, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 72'],['Popularity: #3388'],"['Score: 7.741 (scored by 13,639 users)']"
46,[],['Broadcast: Sundays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 311'],['Popularity: #3872'],"['Score: 7.741 (scored by 10,567 users)']"
47,[],['Broadcast: Mondays at 00:00 (JST)'],"['Licensors: Funimation, Bandai Entertainment, Kadokawa Pictures USA']","['Favorites: 11,587']",['Popularity: #303'],"['Score: 7.741 (scored by 309,105 users)']"
48,"['Genres: Action, Adventure, Drama, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 345'],['Popularity: #1947'],"['Score: 7.741 (scored by 54,913 users)']"
49,"['Genres: Horror, Mystery, Supernatural, Suspense']",['Broadcast: Fridays at 01:15 (JST)'],['Licensors: Funimation'],"['Favorites: 8,002']",['Popularity: #340'],"['Score: 7.741 (scored by 248,170 users)']"
50,"['Genres: Action, Award Winning, Drama, Sci-Fi']",[],['Licensors: Bandai Entertainment'],['Favorites: 176'],['Popularity: #2938'],"['Score: 7.741 (scored by 26,804 users)']"
51,"['Genres: Adventure, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 105'],['Popularity: #5411'],"['Score: 7.741 (scored by 5,271 users)']"
52,"['Genres: Comedy, Drama, Mystery']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 246'],['Popularity: #3497'],"['Score: 7.741 (scored by 13,722 users)']"
53,"['Genres: Action, Fantasy']",['Broadcast: Thursdays at 00:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 11,601']",['Popularity: #117'],"['Score: 7.731 (scored by 525,954 users)']"
54,"['Genres: Action, Adventure, Fantasy, Sci-Fi, Slice of Life']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 304'],['Popularity: #3825'],"['Score: 7.731 (scored by 9,816 users)']"
55,"['Genres: Adventure, Award Winning, Drama, Fantasy']",[],"['Licensors: Disney Platform Distribution, GKIDS']","['Favorites: 1,346']",['Popularity: #860'],"['Score: 7.731 (scored by 157,843 users)']"
56,"['Genres: Action, Adventure, Comedy, Fantasy']",[],['Licensors: The Pokemon Company International'],['Favorites: 644'],['Popularity: #974'],"['Score: 7.731 (scored by 150,059 users)']"
57,"['Genres: Comedy, Romance']",[],['Licensors: VIZ Media'],['Favorites: 64'],['Popularity: #3620'],"['Score: 7.731 (scored by 15,738 users)']"
58,"['Genres: Action, Sci-Fi']",['Broadcast: Saturdays at 01:55 (JST)'],"['Licensors: Funimation, Sentai Filmworks']",['Favorites: 346'],['Popularity: #1693'],"['Score: 7.731 (scored by 61,681 users)']"
59,"['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Fridays at 18:30 (JST)'],"['Licensors: Funimation, Central Park Media, Enoki Films']","['Favorites: 1,933']",['Popularity: #1492'],"['Score: 7.731 (scored by 60,066 users)']"
60,"['Genres: Adventure, Fantasy, Supernatural']",['Broadcast: Sundays at 00:10 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 210'],['Popularity: #2534'],"['Score: 7.731 (scored by 26,261 users)']"
61,"['Genres: Action, Adventure, Award Winning, Drama, Romance, Sci-Fi']",['Broadcast: Fridays at 17:00 (JST)'],['Licensors: Nozomi Entertainment'],['Favorites: 932'],['Popularity: #3022'],"['Score: 7.731 (scored by 15,542 users)']"
62,"['Genres: Action, Adventure, Supernatural']",['Broadcast: Mondays at 18:30 (JST)'],"['Licensors: Discotek Media, Geneon Entertainment USA']",['Favorites: 853'],['Popularity: #1715'],"['Score: 7.731 (scored by 47,238 users)']"
63,[],[],"['Licensors: None found, add some']",['Favorites: 28'],['Popularity: #5450'],"['Score: 7.731 (scored by 3,560 users)']"
64,[],['Broadcast: Wednesdays at 01:30 (JST)'],"['Licensors: ADV Films, Funimation']","['Favorites: 2,268']",['Popularity: #1359'],"['Score: 7.731 (scored by 79,717 users)']"
65,"['Genres: Drama, Mystery, Suspense']",[],['Licensors: Central Park Media'],['Favorites: 319'],['Popularity: #3299'],"['Score: 7.731 (scored by 11,270 users)']"
66,"['Genres: Action, Adventure, Horror, Sci-Fi']",[],"['Licensors: ADV Films, Discotek Media']",['Favorites: 336'],['Popularity: #5093'],"['Score: 7.731 (scored by 5,701 users)']"
67,"['Genres: Boys Love, Comedy, Drama']",[],"['Licensors: None found, add some']",['Favorites: 439'],['Popularity: #3764'],"['Score: 7.731 (scored by 3,835 users)']"
68,"['Genres: Action, Comedy, Drama, Mystery']",[],"['Licensors: None found, add some']",['Favorites: 91'],['Popularity: #4712'],"['Score: 7.731 (scored by 7,243 users)']"
69,[],[],"['Licensors: None found, add some']",['Favorites: 43'],['Popularity: #3966'],"['Score: 7.731 (scored by 6,145 users)']"
70,[],[],"['Licensors: None found, add some']",['Favorites: 198'],['Popularity: #2712'],"['Score: 7.731 (scored by 5,887 users)']"
71,"['Genres: Horror, Mystery, Supernatural']",['Broadcast: Saturdays at 19:30 (JST)'],"['Licensors: ADV Films, Discotek Media']","['Favorites: 1,777']",['Popularity: #1123'],"['Score: 7.731 (scored by 80,470 users)']"
72,"['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],"['Favorites: 1,919']",['Popularity: #1160'],"['Score: 7.731 (scored by 59,629 users)']"
73,"['Genres: Comedy, Romance']",['Broadcast: Mondays at 01:35 (JST)'],"['Licensors: NIS America, Inc.']",['Favorites: 411'],['Popularity: #1331'],"['Score: 7.721 (scored by 83,391 users)']"
74,"['Genres: Girls Love, Romance']",[],['Licensors: Sentai Filmworks'],"['Favorites: 1,070']",['Popularity: #1835'],"['Score: 7.721 (scored by 43,378 users)']"
75,[],[],['Licensors: Sentai Filmworks'],['Favorites: 38'],['Popularity: #5653'],"['Score: 7.721 (scored by 4,217 users)']"
76,[],[],"['Licensors: None found, add some']",['Favorites: 59'],['Popularity: #6301'],"['Score: 7.721 (scored by 2,877 users)']"
77,"['Genres: Fantasy, Romance']",['Broadcast: Saturdays at 19:00 (JST)'],"['Licensors: ADV Films, VIZ Media, DiC Entertainment']","['Favorites: 9,633']",['Popularity: #584'],"['Score: 7.721 (scored by 178,328 users)']"
78,"['Genres: Action, Fantasy']",[],['Licensors: Sentai Filmworks'],['Favorites: 24'],['Popularity: #2550'],"['Score: 7.721 (scored by 37,442 users)']"
79,"['Genres: Action, Mystery']",[],['Licensors: Discotek Media'],['Favorites: 50'],['Popularity: #3360'],"['Score: 7.721 (scored by 20,948 users)']"
80,"['Genres: Action, Adventure, Comedy, Fantasy']",['Broadcast: Sundays at 09:00 (JST)'],['Licensors: Funimation'],"['Favorites: 3,038']",['Popularity: #572'],"['Score: 7.721 (scored by 225,318 users)']"
81,"['Genres: Action, Fantasy']",[],['Licensors: Sony Pictures Entertainment'],"['Favorites: 1,090']",['Popularity: #1042'],"['Score: 7.721 (scored by 141,674 users)']"
82,"['Genres: Action, Adventure, Fantasy']",['Broadcast: Saturdays at 01:05 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,825']",['Popularity: #375'],"['Score: 7.721 (scored by 319,747 users)']"
83,"['Genres: Comedy, Slice of Life']",[],['Licensors: Sentai Filmworks'],['Favorites: 10'],['Popularity: #4825'],"['Score: 7.721 (scored by 8,500 users)']"
84,"['Genres: Boys Love, Comedy, Drama, Romance']",['Broadcast: Unknown'],['Licensors: Nozomi Entertainment'],['Favorites: 961'],['Popularity: #1227'],"['Score: 7.721 (scored by 103,772 users)']"
85,"['Genres: Fantasy, Slice of Life']",[],['Licensors: Funimation'],['Favorites: 253'],['Popularity: #1062'],"['Score: 7.721 (scored by 119,631 users)']"
86,"['Genres: Mystery, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 16'],['Popularity: #4977'],"['Score: 7.721 (scored by 4,228 users)']"
87,"['Genres: Comedy, Sports']",[],"['Licensors: None found, add some']",['Favorites: 123'],['Popularity: #2497'],"['Score: 7.721 (scored by 28,690 users)']"
88,[],[],"['Licensors: None found, add some']",['Favorites: 31'],['Popularity: #3295'],"['Score: 7.721 (scored by 14,838 users)']"
89,[],[],"['Licensors: None found, add some']",['Favorites: 28'],['Popularity: #3507'],"['Score: 7.721 (scored by 12,478 users)']"
90,"['Genres: Action, Fantasy']",[],['Licensors: Sentai Filmworks'],['Favorites: 243'],['Popularity: #1347'],"['Score: 7.721 (scored by 71,005 users)']"
91,"['Genres: Action, Fantasy']",['Broadcast: Thursdays at 01:30 (JST)'],['Licensors: Discotek Media'],"['Favorites: 1,915']",['Popularity: #1180'],"['Score: 7.721 (scored by 50,692 users)']"
92,"['Genres: Comedy, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 382'],['Popularity: #684'],"['Score: 7.721 (scored by 179,082 users)']"
93,"['Genres: Action, Comedy, Supernatural, Ecchi']",['Broadcast: Saturdays at 02:00 (JST)'],['Licensors: Funimation'],"['Favorites: 5,446']",['Popularity: #563'],"['Score: 7.721 (scored by 184,597 users)']"
94,"['Genres: Action, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 98'],['Popularity: #2069'],"['Score: 7.721 (scored by 34,042 users)']"
95,"['Genres: Action, Comedy, Drama']",[],['Licensors: Sentai Filmworks'],['Favorites: 205'],['Popularity: #2589'],"['Score: 7.721 (scored by 33,617 users)']"
96,"['Genres: Comedy, Romance']",[],['Licensors: Funimation'],['Favorites: 104'],['Popularity: #2624'],"['Score: 7.721 (scored by 32,710 users)']"
97,"['Genres: Action, Drama']",[],['Licensors: Funimation'],['Favorites: 186'],['Popularity: #1728'],"['Score: 7.721 (scored by 46,789 users)']"
98,"['Genres: Action, Drama']",[],"['Licensors: None found, add some']",['Favorites: 222'],['Popularity: #2184'],"['Score: 7.721 (scored by 24,135 users)']"
99,"['Genres: Action, Comedy, Sci-Fi']",['Broadcast: Saturdays at 02:10 (JST)'],['Licensors: Funimation'],['Favorites: 246'],['Popularity: #2819'],"['Score: 7.721 (scored by 23,215 users)']"
100,"['Genres: Action, Comedy, Mystery']",[],['Licensors: VIZ Media'],['Favorites: 49'],['Popularity: #3681'],"['Score: 7.721 (scored by 12,695 users)']"
101,"['Genres: Action, Drama, Supernatural']",['Broadcast: Sundays at 02:08 (JST)'],['Licensors: Disney Platform Distribution'],"['Favorites: 1,496']",['Popularity: #973'],"['Score: 7.721 (scored by 22,265 users)']"
102,"['Genres: Action, Adventure, Comedy, Fantasy']",['Broadcast: Wednesdays at 23:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 3,455']",['Popularity: #607'],"['Score: 7.721 (scored by 179,620 users)']"
103,"['Genres: Action, Award Winning, Drama, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 13'],['Popularity: #5274'],"['Score: 7.721 (scored by 5,189 users)']"
104,"['Genres: Action, Adventure, Comedy, Drama, Romance, Sci-Fi']",['Broadcast: Wednesdays at 19:30 (JST)'],"['Licensors: AnimEigo, Discotek Media']","['Favorites: 1,085']",['Popularity: #2122'],"['Score: 7.721 (scored by 17,067 users)']"
105,"['Genres: Comedy, Romance, Slice of Life']",['Broadcast: Sundays at 19:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 148'],['Popularity: #4942'],"['Score: 7.711 (scored by 6,148 users)']"
106,"['Genres: Drama, Fantasy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 163'],['Popularity: #2249'],"['Score: 7.711 (scored by 37,034 users)']"
107,[],['Broadcast: Sundays at 00:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,071']",['Popularity: #1325'],"['Score: 7.711 (scored by 58,472 users)']"
108,"['Genres: Fantasy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 94'],['Popularity: #4361'],"['Score: 7.711 (scored by 8,449 users)']"
109,"['Genres: Fantasy, Romance']",['Broadcast: Unknown'],"['Licensors: ADV Films, VIZ Media, DiC Entertainment']",['Favorites: 795'],['Popularity: #1386'],"['Score: 7.711 (scored by 82,023 users)']"
110,"['Genres: Drama, Romance']",[],['Licensors: VIZ Media'],['Favorites: 228'],['Popularity: #2510'],"['Score: 7.711 (scored by 34,673 users)']"
111,"['Genres: Comedy, Slice of Life']",['Broadcast: Not scheduled once per week'],['Licensors: Discotek Media'],['Favorites: 106'],['Popularity: #3780'],"['Score: 7.711 (scored by 11,751 users)']"
112,"['Genres: Comedy, Romance']",['Broadcast: Thursdays at 00:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 17,230']",['Popularity: #89'],"['Score: 7.711 (scored by 737,517 users)']"
113,"['Genres: Action, Adventure, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 183'],['Popularity: #4524'],"['Score: 7.711 (scored by 10,818 users)']"
114,"['Genres: Adventure, Comedy, Mystery, Sports']",[],"['Licensors: None found, add some']",['Favorites: 25'],['Popularity: #3163'],"['Score: 7.711 (scored by 23,763 users)']"
115,"['Genres: Action, Adventure, Fantasy, Romance, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 45'],['Popularity: #6709'],"['Score: 7.711 (scored by 3,526 users)']"
116,"['Genres: Action, Supernatural']",['Broadcast: Saturdays at 01:25 (JST)'],['Licensors: Funimation'],"['Favorites: 8,602']",['Popularity: #98'],"['Score: 7.711 (scored by 649,669 users)']"
117,"['Genres: Comedy, Romance']",[],['Licensors: Sentai Filmworks'],['Favorites: 107'],['Popularity: #1516'],"['Score: 7.711 (scored by 71,023 users)']"
118,[],[],['Licensors: Sentai Filmworks'],['Favorites: 62'],['Popularity: #2991'],"['Score: 7.711 (scored by 25,602 users)']"
119,[],[],"['Licensors: None found, add some']",['Favorites: 193'],['Popularity: #1573'],"['Score: 7.711 (scored by 68,776 users)']"
120,"['Genres: Action, Drama, Supernatural']",[],['Licensors: Sentai Filmworks'],['Favorites: 66'],['Popularity: #4345'],"['Score: 7.711 (scored by 6,828 users)']"
121,[],[],"['Licensors: None found, add some']",['Favorites: 45'],['Popularity: #8083'],"['Score: 7.711 (scored by 2,478 users)']"
122,[],['Broadcast: Sundays at 22:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,242']",['Popularity: #2492'],"['Score: 7.711 (scored by 20,991 users)']"
123,"['Genres: Action, Adventure, Horror']",[],"['Licensors: None found, add some']",['Favorites: 602'],['Popularity: #2448'],"['Score: 7.711 (scored by 27,055 users)']"
124,[],['Broadcast: Fridays at 21:30 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 637'],['Popularity: #1749'],"['Score: 7.711 (scored by 44,053 users)']"
125,"['Genres: Boys Love, Comedy, Drama, Romance']",[],"['Licensors: None found, add some']",['Favorites: 74'],['Popularity: #2741'],"['Score: 7.711 (scored by 25,425 users)']"
126,[],['Broadcast: Mondays at 23:00 (JST)'],['Licensors: Funimation'],"['Favorites: 4,962']",['Popularity: #355'],"['Score: 7.711 (scored by 275,251 users)']"
127,[],['Broadcast: Saturdays at 22:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 406'],['Popularity: #3522'],"['Score: 7.711 (scored by 12,077 users)']"
128,"['Genres: Drama, Romance, Sci-Fi']",[],['Licensors: Manga Entertainment'],['Favorites: 398'],['Popularity: #2989'],"['Score: 7.711 (scored by 21,125 users)']"
129,"['Genres: Action, Adventure, Romance, Sci-Fi']",[],['Licensors: Manga Entertainment'],['Favorites: 85'],['Popularity: #4865'],"['Score: 7.711 (scored by 7,864 users)']"
130,"['Genres: Sci-Fi, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 329'],['Popularity: #2281'],"['Score: 7.721 (scored by 24,037 users)']"
131,"['Genres: Adventure, Drama, Mystery']",[],['Licensors: Geneon Entertainment USA'],['Favorites: 21'],['Popularity: #6051'],"['Score: 7.711 (scored by 2,729 users)']"
132,"['Genres: Award Winning, Drama, Horror, Sci-Fi']",[],"['Licensors: Sony Pictures Entertainment, Discotek Media']",['Favorites: 622'],['Popularity: #1680'],"['Score: 7.711 (scored by 41,897 users)']"
133,[],['Broadcast: Tuesdays at 21:30 (JST)'],"['Licensors: Funimation, Crunchyroll']",['Favorites: 888'],['Popularity: #876'],"['Score: 7.711 (scored by 125,853 users)']"
134,"['Genres: Action, Adventure, Fantasy']",[],['Licensors: Funimation'],['Favorites: 28'],['Popularity: #3313'],"['Score: 7.711 (scored by 19,758 users)']"
135,"['Genres: Action, Mystery']",[],['Licensors: Sentai Filmworks'],['Favorites: 29'],['Popularity: #5412'],"['Score: 7.711 (scored by 3,316 users)']"
136,"['Genres: Action, Sci-Fi']",[],['Licensors: Funimation'],['Favorites: 524'],['Popularity: #833'],"['Score: 7.711 (scored by 130,109 users)']"
137,[],['Broadcast: Wednesdays at 01:29 (JST)'],"['Licensors: None found, add some']","['Favorites: 3,197']",['Popularity: #708'],"['Score: 7.711 (scored by 146,571 users)']"
138,"['Genres: Comedy, Drama, Romance, Supernatural']",[],['Licensors: Sentai Filmworks'],['Favorites: 151'],['Popularity: #2736'],"['Score: 7.701 (scored by 24,887 users)']"
139,"['Genres: Action, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 20'],['Popularity: #4119'],"['Score: 7.701 (scored by 10,290 users)']"
140,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 229'],['Popularity: #4934'],"['Score: 7.701 (scored by 6,835 users)']"
141,"['Genres: Action, Comedy']",[],['Licensors: VIZ Media'],['Favorites: 396'],['Popularity: #714'],"['Score: 7.701 (scored by 169,220 users)']"
142,"['Genres: Action, Comedy']",[],"['Licensors: None found, add some']",['Favorites: 345'],['Popularity: #699'],"['Score: 7.701 (scored by 177,344 users)']"
143,"['Genres: Action, Adventure, Comedy, Fantasy']",['Broadcast: Thursdays at 18:55 (JST)'],['Licensors: The Pokemon Company International'],['Favorites: 980'],['Popularity: #1540'],"['Score: 7.701 (scored by 83,130 users)']"
144,[],[],"['Licensors: None found, add some']",['Favorites: 56'],['Popularity: #4699'],"['Score: 7.701 (scored by 7,161 users)']"
145,"['Genres: Action, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 152'],['Popularity: #6388'],"['Score: 7.701 (scored by 2,966 users)']"
146,"['Genres: Avant Garde, Drama, Fantasy']",[],['Licensors: Anchor Bay Films'],"['Favorites: 2,993']",['Popularity: #1499'],"['Score: 7.701 (scored by 52,374 users)']"
147,[],['Broadcast: Tuesdays at 01:30 (JST)'],['Licensors: Funimation'],"['Favorites: 2,023']",['Popularity: #1082'],"['Score: 7.701 (scored by 74,251 users)']"
148,"['Genres: Mystery, Suspense']",[],"['Licensors: None found, add some']",['Favorites: 127'],['Popularity: #3731'],"['Score: 7.701 (scored by 7,091 users)']"
149,[],[],"['Licensors: None found, add some']",['Favorites: 20'],['Popularity: #9242'],"['Score: 7.701 (scored by 1,381 users)']"
150,"['Genres: Action, Adventure, Drama, Fantasy, Horror']",[],"['Licensors: VIZ Media, NYAV Post']",['Favorites: 935'],['Popularity: #1004'],"['Score: 7.701 (scored by 138,930 users)']"
151,"['Genres: Action, Adventure']",['Broadcast: Tuesdays at 01:35 (JST)'],['Licensors: Funimation'],"['Favorites: 1,030']",['Popularity: #1163'],"['Score: 7.701 (scored by 77,303 users)']"
