,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score
239,[],['Broadcast: Thursdays at 00:00 (JST)'],['Licensors: Ponycan USA'],"['Favorites: 3,336']",['Popularity: #1014'],"['Score: 8.301 (scored by 109,792 users)']"
240,[],['Broadcast: Sundays at 01:58 (JST)'],"['Licensors: None found, add some']","['Favorites: 4,993']",['Popularity: #242'],"['Score: 8.301 (scored by 439,784 users)']"
241,[],[],"['Licensors: None found, add some']",['Favorites: 100'],['Popularity: #3434'],"['Score: 8.301 (scored by 19,805 users)']"
242,"['Genres: Award Winning, Drama, Fantasy, Romance']",[],['Licensors: GKIDS'],"['Favorites: 11,304']",['Popularity: #163'],"['Score: 8.301 (scored by 532,480 users)']"
243,"['Genres: Action, Adventure, Comedy, Romance']",['Broadcast: Wednesdays at 19:30 (JST)'],"['Licensors: Media Blasters, Aniplex of America']","['Favorites: 9,798']",['Popularity: #419'],"['Score: 8.291 (scored by 227,026 users)']"
244,"['Genres: Drama, Horror, Mystery, Sci-Fi, Supernatural']",['Broadcast: Saturdays at 00:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 21,608']",['Popularity: #231'],"['Score: 8.291 (scored by 266,659 users)']"
245,"['Genres: Award Winning, Comedy, Drama']",['Broadcast: Thursdays at 23:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 6,170']",['Popularity: #475'],"['Score: 8.291 (scored by 136,677 users)']"
246,"['Genres: Comedy, Sci-Fi']",[],['Licensors: Funimation'],['Favorites: 788'],['Popularity: #487'],"['Score: 8.291 (scored by 263,377 users)']"
247,"['Genres: Action, Sci-Fi, Supernatural']",['Broadcast: Sundays at 01:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,005']",['Popularity: #1881'],"['Score: 8.291 (scored by 35,619 users)']"
248,"['Genres: Drama, Sports']",['Broadcast: Wednesdays at 19:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,809']",['Popularity: #2109'],"['Score: 8.291 (scored by 21,287 users)']"
249,"['Genres: Comedy, Drama, Slice of Life']",['Broadcast: Thursdays at 01:30 (JST)'],['Licensors: Funimation'],"['Favorites: 8,002']",['Popularity: #659'],"['Score: 8.291 (scored by 134,274 users)']"
250,[],['Broadcast: Sundays at 01:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 6,110']",['Popularity: #465'],"['Score: 8.291 (scored by 110,904 users)']"
251,[],['Broadcast: Saturdays at 17:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 4,543']",['Popularity: #447'],"['Score: 8.291 (scored by 84,502 users)']"
252,"['Genres: Boys Love, Romance']",[],['Licensors: Aniplex of America'],"['Favorites: 5,765']",['Popularity: #869'],"['Score: 8.291 (scored by 133,001 users)']"
253,"['Genres: Adventure, Comedy, Sci-Fi']",['Broadcast: Fridays at 22:00 (JST)'],"['Licensors: Funimation, Crunchyroll']","['Favorites: 25,908']",['Popularity: #56'],"['Score: 8.291 (scored by 948,584 users)']"
254,"['Genres: Action, Comedy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 50'],['Popularity: #3150'],"['Score: 8.291 (scored by 18,152 users)']"
255,"['Genres: Award Winning, Drama, Romance, Supernatural']",[],"['Licensors: None found, add some']","['Favorites: 9,891']",['Popularity: #212'],"['Score: 8.291 (scored by 433,889 users)']"
256,"['Genres: Action, Adventure, Slice of Life']",['Broadcast: Tuesdays at 18:30 (JST)'],"['Licensors: ADV Films, Sentai Filmworks']","['Favorites: 6,482']",['Popularity: #737'],"['Score: 8.291 (scored by 90,795 users)']"
257,"['Genres: Action, Fantasy, Supernatural']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 32,817']",['Popularity: #73'],"['Score: 8.281 (scored by 815,188 users)']"
258,"['Genres: Drama, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 100'],['Popularity: #4720'],"['Score: 8.281 (scored by 5,760 users)']"
259,"['Genres: Action, Adventure']",['Broadcast: Mondays at 23:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 383'],['Popularity: #2362'],"['Score: 8.281 (scored by 8,173 users)']"
260,"['Genres: Action, Sci-Fi']",[],['Licensors: Anchor Bay Films'],"['Favorites: 5,181']",['Popularity: #600'],"['Score: 8.281 (scored by 189,099 users)']"
261,"['Genres: Action, Adventure, Drama, Fantasy, Romance']",[],['Licensors: Funimation'],['Favorites: 830'],['Popularity: #1976'],"['Score: 8.281 (scored by 44,040 users)']"
262,[],['Broadcast: Thursdays at 23:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 10,191']",['Popularity: #444'],"['Score: 8.271 (scored by 197,173 users)']"
263,"['Genres: Action, Drama, Sci-Fi']",['Broadcast: Sundays at 00:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 15,518']",['Popularity: #283'],"['Score: 8.271 (scored by 322,946 users)']"
264,[],['Broadcast: Saturdays at 18:25 (JST)'],"['Licensors: None found, add some']","['Favorites: 2,630']",['Popularity: #1265'],"['Score: 8.271 (scored by 78,454 users)']"
265,[],['Broadcast: Fridays at 00:50 (JST)'],['Licensors: Aniplex of America'],['Favorites: 638'],['Popularity: #1456'],"['Score: 8.271 (scored by 86,161 users)']"
266,[],['Broadcast: Wednesdays at 00:59 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 9,566']",['Popularity: #637'],"['Score: 8.271 (scored by 151,223 users)']"
267,[],[],"['Licensors: Discotek Media, Geneon Entertainment USA']",['Favorites: 204'],['Popularity: #1590'],"['Score: 8.271 (scored by 75,442 users)']"
268,[],[],"['Licensors: None found, add some']","['Favorites: 1,795']",['Popularity: #2806'],"['Score: 8.271 (scored by 16,728 users)']"
269,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 847'],['Popularity: #1560'],"['Score: 8.271 (scored by 65,456 users)']"
270,"['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Thursdays at 01:05 (JST)'],['Licensors: Discotek Media'],"['Favorites: 11,586']",['Popularity: #75'],"['Score: 8.271 (scored by 932,241 users)']"
271,"['Genres: Action, Award Winning, Mystery, Sci-Fi, Suspense']",[],['Licensors: Manga Entertainment'],"['Favorites: 11,990']",['Popularity: #327'],"['Score: 8.271 (scored by 308,228 users)']"
272,"['Genres: Comedy, Romance']",['Broadcast: Thursdays at 21:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 4,890']",['Popularity: #709'],"['Score: 8.271 (scored by 125,474 users)']"
273,"['Genres: Romance, Slice of Life']",['Broadcast: Sundays at 00:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 17,982']",['Popularity: #169'],"['Score: 8.271 (scored by 515,216 users)']"
274,"['Genres: Action, Adventure']",[],"['Licensors: Funimation, Bandai Entertainment']","['Favorites: 2,884']",['Popularity: #669'],"['Score: 8.271 (scored by 157,437 users)']"
275,"['Genres: Award Winning, Comedy, Drama']",[],"['Licensors: Sony Pictures Entertainment, GKIDS']","['Favorites: 2,358']",['Popularity: #803'],"['Score: 8.271 (scored by 134,537 users)']"
276,"['Genres: Award Winning, Drama, Romance, Sci-Fi']",['Broadcast: Saturdays at 08:05 (JST)'],['Licensors: Bandai Entertainment'],"['Favorites: 3,788']",['Popularity: #905'],"['Score: 8.261 (scored by 73,186 users)']"
277,[],[],"['Licensors: None found, add some']",['Favorites: 139'],['Popularity: #6356'],"['Score: 8.261 (scored by 4,236 users)']"
278,"['Genres: Comedy, Sci-Fi']",['Broadcast: Unknown'],['Licensors: Funimation'],"['Favorites: 1,782']",['Popularity: #1332'],"['Score: 8.261 (scored by 84,247 users)']"
279,"['Genres: Adventure, Award Winning, Fantasy, Romance, Sci-Fi']",[],"['Licensors: Disney Platform Distribution, GKIDS']","['Favorites: 3,903']",['Popularity: #445'],"['Score: 8.261 (scored by 281,429 users)']"
280,"['Genres: Mystery, Suspense']",['Broadcast: Sundays at 22:30 (JST)'],['Licensors: Funimation'],"['Favorites: 2,768']",['Popularity: #999'],"['Score: 8.261 (scored by 94,733 users)']"
281,"['Genres: Adventure, Supernatural']",[],['Licensors: Funimation'],"['Favorites: 3,079']",['Popularity: #510'],"['Score: 8.261 (scored by 213,515 users)']"
282,[],['Broadcast: Tuesdays at 17:55 (JST)'],"['Licensors: None found, add some']",['Favorites: 912'],['Popularity: #2113'],"['Score: 8.261 (scored by 40,595 users)']"
283,"['Genres: Action, Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 233'],['Popularity: #1473'],"['Score: 8.261 (scored by 74,433 users)']"
284,"['Genres: Drama, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 83'],['Popularity: #4176'],"['Score: 8.251 (scored by 11,407 users)']"
285,[],['Broadcast: Wednesdays at 00:59 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 2,575']",['Popularity: #1167'],"['Score: 8.251 (scored by 99,835 users)']"
286,"['Genres: Comedy, Slice of Life']",[],"['Licensors: None found, add some']","['Favorites: 1,706']",['Popularity: #1651'],"['Score: 8.251 (scored by 67,291 users)']"
287,"['Genres: Action, Comedy, Mystery, Supernatural']",[],['Licensors: Funimation'],"['Favorites: 1,364']",['Popularity: #1172'],"['Score: 8.251 (scored by 82,036 users)']"
288,"['Genres: Action, Adventure, Fantasy']",['Broadcast: Thursdays at 19:30 (JST)'],['Licensors: VIZ Media'],"['Favorites: 104,842']",['Popularity: #15'],"['Score: 8.251 (scored by 1,525,401 users)']"
289,[],[],['Licensors: Sentai Filmworks'],['Favorites: 201'],['Popularity: #2302'],"['Score: 8.251 (scored by 33,011 users)']"
290,"['Genres: Drama, Romance, Supernatural']",['Broadcast: Thursdays at 02:20 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 44,073']",['Popularity: #52'],"['Score: 8.251 (scored by 1,008,854 users)']"
291,"['Genres: Action, Adventure, Award Winning, Drama, Fantasy, Romance']",[],"['Licensors: Eleven Arts, DreamWorks']","['Favorites: 2,382']",['Popularity: #1264'],"['Score: 8.251 (scored by 76,226 users)']"
292,"['Genres: Sci-Fi, Suspense']",[],"['Licensors: None found, add some']",['Favorites: 391'],['Popularity: #894'],"['Score: 8.251 (scored by 134,659 users)']"
293,[],[],['Licensors: Crunchyroll'],"['Favorites: 1,067']",['Popularity: #1645'],"['Score: 8.251 (scored by 1,542 users)']"
294,"['Genres: Adventure, Award Winning, Supernatural']",[],"['Licensors: Disney Platform Distribution, GKIDS']","['Favorites: 7,726']",['Popularity: #143'],"['Score: 8.251 (scored by 639,896 users)']"
295,"['Genres: Comedy, Romance']",['Broadcast: Fridays at 00:45 (JST)'],"['Licensors: None found, add some']",['Favorites: 406'],['Popularity: #1594'],"['Score: 8.241 (scored by 67,539 users)']"
296,"['Genres: Drama, Fantasy, Suspense']",['Broadcast: Mondays at 01:05 (JST)'],['Licensors: Funimation'],"['Favorites: 63,519']",['Popularity: #24'],"['Score: 8.241 (scored by 1,315,514 users)']"
297,"['Genres: Boys Love, Slice of Life']",['Broadcast: Mondays at 00:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 3,987']",['Popularity: #1339'],"['Score: 8.241 (scored by 63,187 users)']"
298,[],['Broadcast: Tuesdays at 02:00 (JST)'],"['Licensors: NIS America, Inc.']","['Favorites: 13,612']",['Popularity: #210'],"['Score: 8.241 (scored by 391,742 users)']"
299,"['Genres: Adventure, Comedy, Mystery']",[],['Licensors: Discotek Media'],['Favorites: 60'],['Popularity: #3791'],"['Score: 8.241 (scored by 13,704 users)']"
300,"['Genres: Action, Adventure, Supernatural']",['Broadcast: Mondays at 22:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 18,726']",['Popularity: #116'],"['Score: 8.241 (scored by 564,810 users)']"
301,"['Genres: Action, Adventure']",['Broadcast: Mondays at 23:00 (JST)'],['Licensors: Funimation'],['Favorites: 888'],['Popularity: #1168'],"['Score: 8.241 (scored by 99,242 users)']"
302,"['Genres: Action, Adventure, Mystery']",['Broadcast: Thursdays at 00:55 (JST)'],"['Licensors: None found, add some']","['Favorites: 9,249']",['Popularity: #326'],"['Score: 8.241 (scored by 286,582 users)']"
303,"['Genres: Action, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 981'],['Popularity: #858'],"['Score: 8.241 (scored by 131,829 users)']"
304,"['Genres: Action, Comedy, Drama, Mystery']",[],"['Licensors: None found, add some']",['Favorites: 481'],['Popularity: #2540'],"['Score: 8.231 (scored by 35,752 users)']"
305,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 352'],['Popularity: #2422'],"['Score: 8.231 (scored by 41,688 users)']"
306,"['Genres: Action, Adventure, Fantasy']",[],['Licensors: Funimation'],['Favorites: 627'],['Popularity: #1311'],"['Score: 8.231 (scored by 99,955 users)']"
307,"['Genres: Adventure, Fantasy, Romance']",['Broadcast: Wednesdays at 01:30 (JST)'],"['Licensors: Funimation, Kadokawa Pictures USA']","['Favorites: 17,394']",['Popularity: #213'],"['Score: 8.231 (scored by 374,084 users)']"
308,[],[],['Licensors: Discotek Media'],['Favorites: 164'],['Popularity: #1877'],"['Score: 8.231 (scored by 61,209 users)']"
309,[],['Broadcast: Sundays at 22:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 145'],['Popularity: #5904'],"['Score: 8.231 (scored by 1,322 users)']"
310,"['Genres: Action, Drama, Sci-Fi']",['Broadcast: Sundays at 17:00 (JST)'],['Licensors: Funimation'],"['Favorites: 1,517']",['Popularity: #1519'],"['Score: 8.231 (scored by 73,929 users)']"
311,"['Genres: Action, Mystery, Supernatural']",['Broadcast: Fridays at 22:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 4,738']",['Popularity: #350'],"['Score: 8.221 (scored by 288,500 users)']"
312,"['Genres: Drama, Romance, Supernatural']",['Broadcast: Saturdays at 01:23 (JST)'],['Licensors: Funimation'],"['Favorites: 14,410']",['Popularity: #232'],"['Score: 8.221 (scored by 351,030 users)']"
313,"['Genres: Action, Adventure, Supernatural']",[],"['Licensors: None found, add some']","['Favorites: 6,672']",['Popularity: #480'],"['Score: 8.221 (scored by 216,047 users)']"
314,"['Genres: Action, Comedy, Fantasy']",['Broadcast: Wednesdays at 22:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 5,605']",['Popularity: #614'],"['Score: 8.291 (scored by 96,131 users)']"
315,"['Genres: Action, Adventure, Sci-Fi']",['Broadcast: Thursdays at 01:15 (JST)'],"['Licensors: Funimation, Geneon Entertainment USA']","['Favorites: 14,369']",['Popularity: #245'],"['Score: 8.221 (scored by 345,796 users)']"
316,"['Genres: Comedy, Drama, Mystery, Supernatural']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 584'],['Popularity: #1483'],"['Score: 8.221 (scored by 63,649 users)']"
317,"['Genres: Comedy, Romance']",['Broadcast: Fridays at 01:28 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 15,586']",['Popularity: #141'],"['Score: 8.221 (scored by 643,061 users)']"
318,"['Genres: Award Winning, Drama']",[],['Licensors: Shout! Factory'],"['Favorites: 1,442']",['Popularity: #1223'],"['Score: 8.221 (scored by 72,308 users)']"
319,[],['Broadcast: Sundays at 01:58 (JST)'],"['Licensors: None found, add some']","['Favorites: 4,288']",['Popularity: #195'],"['Score: 8.221 (scored by 510,788 users)']"
320,[],['Broadcast: Saturdays at 23:30 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 6,274']",['Popularity: #556'],"['Score: 8.221 (scored by 165,006 users)']"
321,"['Genres: Action, Adventure, Fantasy']",['Broadcast: Sundays at 17:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 7,544']",['Popularity: #197'],"['Score: 8.221 (scored by 436,509 users)']"
322,"['Genres: Drama, Suspense']",[],['Licensors: Aniplex of America'],['Favorites: 894'],['Popularity: #1122'],"['Score: 8.221 (scored by 96,406 users)']"
323,"['Genres: Adventure, Award Winning, Comedy, Drama, Fantasy']",[],"['Licensors: Disney Platform Distribution, GKIDS']","['Favorites: 5,129']",['Popularity: #367'],"['Score: 8.221 (scored by 344,435 users)']"
324,[],['Broadcast: Saturdays at 18:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,361']",['Popularity: #1920'],"['Score: 8.221 (scored by 49,112 users)']"
325,"['Genres: Drama, Romance']",[],"['Licensors: Disney Platform Distribution, GKIDS']","['Favorites: 4,446']",['Popularity: #646'],"['Score: 8.221 (scored by 184,117 users)']"
326,[],['Broadcast: Thursdays at 18:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 3,162']",['Popularity: #998'],"['Score: 8.221 (scored by 81,369 users)']"
327,[],[],"['Licensors: None found, add some']",['Favorites: 352'],['Popularity: #1867'],"['Score: 8.211 (scored by 51,383 users)']"
328,"['Genres: Drama, Romance']",[],['Licensors: Funimation'],"['Favorites: 1,678']",['Popularity: #583'],"['Score: 8.211 (scored by 213,585 users)']"
329,"['Genres: Comedy, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 360'],['Popularity: #1075'],"['Score: 8.211 (scored by 119,316 users)']"
330,"['Genres: Adventure, Comedy, Fantasy, Slice of Life']",['Broadcast: Thursdays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 638'],['Popularity: #4079'],"['Score: 8.211 (scored by 11,129 users)']"
331,"['Genres: Award Winning, Comedy, Drama, Fantasy, Romance']",[],"['Licensors: Nelvana, Discotek Media, Geneon Entertainment USA']",['Favorites: 440'],['Popularity: #1753'],"['Score: 8.211 (scored by 64,192 users)']"
332,"['Genres: Action, Mystery']",[],"['Licensors: None found, add some']",['Favorites: 78'],['Popularity: #2665'],"['Score: 8.211 (scored by 31,744 users)']"
333,"['Genres: Drama, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 43'],['Popularity: #5810'],"['Score: 8.211 (scored by 3,316 users)']"
334,"['Genres: Drama, Romance']",['Broadcast: Fridays at 00:45 (JST)'],"['Licensors: VIZ Media, Discotek Media']",['Favorites: 951'],['Popularity: #1836'],"['Score: 8.211 (scored by 52,688 users)']"
335,[],['Broadcast: Sundays at 22:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 318'],['Popularity: #4588'],"['Score: 8.211 (scored by 5,559 users)']"
336,"['Genres: Award Winning, Fantasy']",[],['Licensors: GKIDS'],"['Favorites: 2,333']",['Popularity: #1032'],"['Score: 8.211 (scored by 108,871 users)']"
337,[],['Broadcast: Saturdays at 00:00 (JST)'],['Licensors: Funimation'],"['Favorites: 2,437']",['Popularity: #927'],"['Score: 8.211 (scored by 96,487 users)']"
338,"['Genres: Mystery, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 179'],['Popularity: #2423'],"['Score: 8.201 (scored by 30,976 users)']"
339,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 307'],['Popularity: #2366'],"['Score: 8.201 (scored by 43,594 users)']"
340,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 195'],['Popularity: #2508'],"['Score: 8.201 (scored by 39,144 users)']"
341,"['Genres: Drama, Fantasy, Romance']",[],['Licensors: Sentai Filmworks'],"['Favorites: 7,459']",['Popularity: #190'],"['Score: 8.201 (scored by 441,639 users)']"
342,"['Genres: Sci-Fi, Sports']",['Broadcast: Sundays at 23:00 (JST)'],['Licensors: Funimation'],"['Favorites: 1,938']",['Popularity: #1148'],"['Score: 8.201 (scored by 73,616 users)']"
343,[],['Broadcast: Tuesdays at 23:00 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 2,334']",['Popularity: #884'],"['Score: 8.201 (scored by 113,492 users)']"
344,"['Genres: Adventure, Mystery, Sci-Fi, Slice of Life']",['Broadcast: Fridays at 21:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 6,248']",['Popularity: #685'],"['Score: 8.201 (scored by 118,186 users)']"
345,"['Genres: Action, Adventure, Drama, Fantasy, Horror']",[],"['Licensors: VIZ Media, NYAV Post']","['Favorites: 1,528']",['Popularity: #1037'],"['Score: 8.201 (scored by 132,123 users)']"
346,"['Genres: Action, Mystery, Supernatural']",['Broadcast: Fridays at 22:30 (JST)'],"['Licensors: Funimation, Crunchyroll']","['Favorites: 6,518']",['Popularity: #216'],"['Score: 8.201 (scored by 443,226 users)']"
347,[],['Broadcast: Sundays at 00:30 (JST)'],['Licensors: Funimation'],"['Favorites: 30,337']",['Popularity: #101'],"['Score: 8.201 (scored by 703,148 users)']"
348,"['Genres: Action, Adventure, Fantasy, Romance']",['Broadcast: Sundays at 02:20 (JST)'],['Licensors: VIZ Media'],"['Favorites: 2,075']",['Popularity: #811'],"['Score: 8.201 (scored by 135,061 users)']"
349,"['Genres: Comedy, Fantasy, Romance']",['Broadcast: Tuesdays at 02:05 (JST)'],['Licensors: Funimation'],"['Favorites: 2,760']",['Popularity: #554'],"['Score: 8.201 (scored by 199,503 users)']"
350,[],['Broadcast: Sundays at 21:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 6,032']",['Popularity: #455'],"['Score: 8.191 (scored by 206,608 users)']"
351,"['Genres: Comedy, Drama, Romance']",['Broadcast: Unknown'],['Licensors: Media Blasters'],"['Favorites: 9,272']",['Popularity: #325'],"['Score: 8.191 (scored by 285,221 users)']"
352,"['Genres: Comedy, Drama, Romance, Sports']",['Broadcast: Sundays at 02:08 (JST)'],['Licensors: Ponycan USA'],"['Favorites: 3,343']",['Popularity: #694'],"['Score: 8.191 (scored by 138,644 users)']"
353,"['Genres: Drama, Sports']",['Broadcast: Wednesdays at Unknown'],['Licensors: Sentai Filmworks'],"['Favorites: 7,578']",['Popularity: #457'],"['Score: 8.191 (scored by 174,046 users)']"
354,"['Genres: Action, Fantasy, Supernatural']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 15,773']",['Popularity: #137'],"['Score: 8.191 (scored by 634,623 users)']"
355,"['Genres: Action, Award Winning']",[],['Licensors: Sentai Filmworks'],"['Favorites: 1,298']",['Popularity: #1882'],"['Score: 8.191 (scored by 53,565 users)']"
356,[],[],"['Licensors: None found, add some']",['Favorites: 71'],['Popularity: #2269'],"['Score: 8.191 (scored by 28,097 users)']"
357,"['Genres: Action, Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 281'],['Popularity: #1402'],"['Score: 8.191 (scored by 81,153 users)']"
358,"['Genres: Comedy, Mystery, Romance, Suspense']",[],"['Licensors: None found, add some']",['Favorites: 171'],['Popularity: #3639'],"['Score: 8.181 (scored by 6,772 users)']"
359,"['Genres: Comedy, Romance']",[],['Licensors: GKIDS'],"['Favorites: 1,565']",['Popularity: #1691'],"['Score: 8.191 (scored by 46,577 users)']"
360,"['Genres: Comedy, Drama, Romance, Supernatural']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],"['Favorites: 2,063']",['Popularity: #1328'],"['Score: 8.191 (scored by 74,654 users)']"
361,"['Genres: Award Winning, Drama']",[],"['Licensors: Eleven Arts, Ponycan USA']","['Favorites: 2,310']",['Popularity: #1585'],"['Score: 8.191 (scored by 47,555 users)']"
362,"['Genres: Comedy, Drama, Romance']",['Broadcast: Wednesdays at 19:30 (JST)'],['Licensors: VIZ Media'],"['Favorites: 1,568']",['Popularity: #2412'],"['Score: 8.191 (scored by 17,426 users)']"
363,"['Genres: Action, Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 72'],['Popularity: #2635'],"['Score: 8.191 (scored by 29,444 users)']"
364,"['Genres: Action, Sci-Fi']",['Broadcast: Sundays at 01:00 (JST)'],['Licensors: Discotek Media'],['Favorites: 841'],['Popularity: #3374'],"['Score: 8.191 (scored by 12,659 users)']"
365,"['Genres: Award Winning, Comedy, Drama, Fantasy, Mystery']",['Broadcast: Wednesdays at 18:00 (JST)'],"['Licensors: Nozomi Entertainment, Central Park Media']","['Favorites: 7,610']",['Popularity: #1067'],"['Score: 8.191 (scored by 59,183 users)']"
366,"['Genres: Comedy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 103'],['Popularity: #4519'],"['Score: 8.191 (scored by 11,058 users)']"
367,[],['Broadcast: Tuesdays at 02:05 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,284']",['Popularity: #1120'],"['Score: 8.181 (scored by 95,269 users)']"
368,"['Genres: Action, Sci-Fi']",['Broadcast: Fridays at 22:00 (JST)'],['Licensors: Funimation'],"['Favorites: 3,202']",['Popularity: #1010'],"['Score: 8.181 (scored by 84,108 users)']"
369,"['Genres: Adventure, Comedy, Sci-Fi']",['Broadcast: Thursdays at 22:30 (JST)'],['Licensors: Funimation'],"['Favorites: 6,975']",['Popularity: #156'],"['Score: 8.181 (scored by 507,011 users)']"
370,"['Genres: Action, Fantasy, Supernatural']",[],['Licensors: Aniplex of America'],"['Favorites: 2,434']",['Popularity: #482'],"['Score: 8.181 (scored by 230,127 users)']"
371,"['Genres: Mystery, Supernatural, Suspense']",['Broadcast: Fridays at 02:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 7,166']",['Popularity: #433'],"['Score: 8.181 (scored by 243,391 users)']"
372,"['Genres: Fantasy, Sci-Fi, Slice of Life']",['Broadcast: Mondays at 01:00 (JST)'],['Licensors: Nozomi Entertainment'],['Favorites: 793'],['Popularity: #2241'],"['Score: 8.171 (scored by 28,245 users)']"
373,[],['Broadcast: Tuesdays at 01:59 (JST)'],"['Licensors: Funimation, Geneon Entertainment USA']","['Favorites: 2,939']",['Popularity: #403'],"['Score: 8.171 (scored by 298,092 users)']"
374,"['Genres: Adventure, Comedy, Mystery']",['Broadcast: Saturdays at 18:00 (JST)'],"['Licensors: Funimation, Crunchyroll']","['Favorites: 13,548']",['Popularity: #643'],"['Score: 8.171 (scored by 150,890 users)']"
375,"['Genres: Action, Mystery']",[],['Licensors: Discotek Media'],['Favorites: 97'],['Popularity: #3273'],"['Score: 8.171 (scored by 21,387 users)']"
376,"['Genres: Action, Adventure, Comedy, Drama']",[],"['Licensors: None found, add some']",['Favorites: 272'],['Popularity: #3254'],"['Score: 8.171 (scored by 15,725 users)']"
377,[],[],['Licensors: Sentai Filmworks'],['Favorites: 91'],['Popularity: #4318'],"['Score: 8.171 (scored by 7,969 users)']"
378,"['Genres: Award Winning, Comedy']",['Broadcast: Wednesdays at 01:25 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 14,114']",['Popularity: #280'],"['Score: 8.171 (scored by 362,959 users)']"
379,"['Genres: Adventure, Drama, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 297'],['Popularity: #4374'],"['Score: 8.171 (scored by 6,790 users)']"
380,"['Genres: Gourmet, Ecchi']",['Broadcast: Saturdays at 02:25 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 23,347']",['Popularity: #57'],"['Score: 8.171 (scored by 950,073 users)']"
381,"['Genres: Action, Fantasy, Romance']",[],['Licensors: Sentai Filmworks'],"['Favorites: 1,019']",['Popularity: #875'],"['Score: 8.161 (scored by 127,504 users)']"
382,[],[],"['Licensors: None found, add some']",['Favorites: 59'],['Popularity: #3747'],"['Score: 8.161 (scored by 16,920 users)']"
383,"['Genres: Action, Fantasy']",['Broadcast: Saturdays at 01:05 (JST)'],['Licensors: Funimation'],"['Favorites: 11,366']",['Popularity: #77'],"['Score: 8.161 (scored by 849,463 users)']"
384,"['Genres: Comedy, Romance']",['Broadcast: Wednesdays at 00:50 (JST)'],['Licensors: Funimation'],"['Favorites: 32,555']",['Popularity: #125'],"['Score: 8.161 (scored by 643,179 users)']"
385,"['Genres: Action, Comedy']",[],['Licensors: Aniplex of America'],['Favorites: 386'],['Popularity: #1351'],"['Score: 8.161 (scored by 77,656 users)']"
