,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score
25,"['Genres: Award Winning, Drama, Supernatural']",[],"['Licensors: Funimation, NYAV Post']","['Favorites: 85,376']",['Popularity: #11'],"['Score: 8.851 (scored by 1,756,547 users)']"
26,"['Genres: Action, Fantasy']",['Broadcast: Sundays at 23:15 (JST)'],"['Licensors: Aniplex of America, Crunchyroll']","['Favorites: 22,563']",['Popularity: #108'],"['Score: 8.821 (scored by 691,352 users)']"
27,[],['Broadcast: Mondays at 00:10 (JST)'],['Licensors: Funimation'],"['Favorites: 1,723']",['Popularity: #2065'],"['Score: 8.821 (scored by 31,724 users)']"
28,"['Genres: Action, Comedy, Sci-Fi']",['Broadcast: Mondays at 01:35 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,116']",['Popularity: #1105'],"['Score: 8.811 (scored by 94,718 users)']"
29,"['Genres: Action, Comedy, Supernatural']",['Broadcast: Mondays at 23:00 (JST)'],['Licensors: Funimation'],"['Favorites: 31,220']",['Popularity: #76'],"['Score: 8.811 (scored by 869,094 users)']"
30,"['Genres: Action, Drama']",['Broadcast: Mondays at 00:10 (JST)'],['Licensors: Funimation'],"['Favorites: 50,808']",['Popularity: #41'],"['Score: 8.811 (scored by 1,167,312 users)']"
31,"['Genres: Action, Mystery, Supernatural']",[],['Licensors: Aniplex of America'],"['Favorites: 7,106']",['Popularity: #466'],"['Score: 8.791 (scored by 249,178 users)']"
32,"['Genres: Adventure, Award Winning, Supernatural']",[],"['Licensors: Disney Platform Distribution, GKIDS']","['Favorites: 30,313']",['Popularity: #44'],"['Score: 8.781 (scored by 1,202,637 users)']"
33,"['Genres: Action, Adventure, Drama']",['Broadcast: Tuesdays at 00:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 3,155']",['Popularity: #688'],"['Score: 8.771 (scored by 34,860 users)']"
34,[],['Broadcast: Saturdays at 01:55 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 15,009']",['Popularity: #113'],"['Score: 8.781 (scored by 738,773 users)']"
35,"['Genres: Comedy, Mystery, Romance, Supernatural']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 22,886']",['Popularity: #290'],"['Score: 8.771 (scored by 340,466 users)']"
36,"['Genres: Action, Drama']",['Broadcast: Mondays at 00:05 (JST)'],"['Licensors: None found, add some']","['Favorites: 28,382']",['Popularity: #128'],"['Score: 8.771 (scored by 568,617 users)']"
37,"['Genres: Action, Comedy, Supernatural']",['Broadcast: Thursdays at 00:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 7,704']",['Popularity: #392'],"['Score: 8.751 (scored by 193,915 users)']"
38,"['Genres: Drama, Supernatural']",[],['Licensors: Funimation'],"['Favorites: 8,739']",['Popularity: #792'],"['Score: 8.751 (scored by 94,746 users)']"
39,"['Genres: Action, Award Winning, Sci-Fi']",['Broadcast: Saturdays at 01:00 (JST)'],"['Licensors: Funimation, Bandai Entertainment']","['Favorites: 76,527']",['Popularity: #43'],"['Score: 8.751 (scored by 888,954 users)']"
40,[],['Broadcast: Tuesdays at 00:50 (JST)'],"['Licensors: Discotek Media, Geneon Entertainment USA']","['Favorites: 19,215']",['Popularity: #371'],"['Score: 8.751 (scored by 255,861 users)']"
41,[],['Broadcast: Sundays at 00:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 892'],['Popularity: #2855'],"['Score: 8.751 (scored by 18,363 users)']"
42,"['Genres: Adventure, Fantasy, Mystery, Slice of Life, Supernatural']",['Broadcast: Sundays at 00:30 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 1,373']",['Popularity: #863'],"['Score: 8.731 (scored by 99,128 users)']"
43,[],['Broadcast: Saturdays at 02:25 (JST)'],"['Licensors: None found, add some']","['Favorites: 3,042']",['Popularity: #1201'],"['Score: 8.731 (scored by 61,609 users)']"
44,"['Genres: Action, Adventure, Drama']",['Broadcast: Mondays at 00:10 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 39,067']",['Popularity: #90'],"['Score: 8.731 (scored by 709,168 users)']"
45,"['Genres: Action, Drama, Sci-Fi']",['Broadcast: Sundays at 00:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 11,855']",['Popularity: #515'],"['Score: 8.711 (scored by 212,784 users)']"
46,"['Genres: Drama, Sports']",['Broadcast: Unknown'],"['Licensors: None found, add some']","['Favorites: 2,333']",['Popularity: #2957'],"['Score: 8.711 (scored by 17,865 users)']"
47,"['Genres: Drama, Fantasy, Ecchi']",['Broadcast: Mondays at 00:00 (JST)'],['Licensors: Funimation'],"['Favorites: 16,327']",['Popularity: #235'],"['Score: 8.711 (scored by 439,267 users)']"
48,"['Genres: Action, Drama, Romance']",[],"['Licensors: ADV Films, Aniplex of America']","['Favorites: 6,059']",['Popularity: #813'],"['Score: 8.711 (scored by 132,652 users)']"
49,"['Genres: Adventure, Fantasy, Mystery, Slice of Life, Supernatural']",['Broadcast: Saturdays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 1,497']",['Popularity: #761'],"['Score: 8.701 (scored by 111,703 users)']"
50,"['Genres: Award Winning, Mystery']",['Broadcast: Tuesdays at 02:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 7,347']",['Popularity: #561'],"['Score: 8.701 (scored by 180,318 users)']"
51,"['Genres: Action, Award Winning, Drama, Sci-Fi']",['Broadcast: Fridays at 01:25 (JST)'],"['Licensors: Funimation, Bandai Entertainment']","['Favorites: 103,564']",['Popularity: #20'],"['Score: 8.701 (scored by 1,315,571 users)']"
52,"['Genres: Action, Adventure, Supernatural']",[],"['Licensors: None found, add some']","['Favorites: 1,981']",['Popularity: #1718'],"['Score: 8.701 (scored by 70,928 users)']"
53,"['Genres: Action, Fantasy, Supernatural']",[],['Licensors: Aniplex of America'],"['Favorites: 7,492']",['Popularity: #695'],"['Score: 8.691 (scored by 160,219 users)']"
54,"['Genres: Comedy, Drama']",['Broadcast: Wednesdays at 19:30 (JST)'],"['Licensors: Discotek Media, Tokyopop']","['Favorites: 24,711']",['Popularity: #217'],"['Score: 8.691 (scored by 379,654 users)']"
55,"['Genres: Adventure, Drama, Fantasy, Mystery, Sci-Fi']",['Broadcast: Wednesdays at 22:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 4,591']",['Popularity: #603'],"['Score: 8.681 (scored by 131,503 users)']"
56,"['Genres: Action, Adventure, Fantasy']",['Broadcast: Sundays at 09:30 (JST)'],"['Licensors: Funimation, 4Kids Entertainment']","['Favorites: 189,863']",['Popularity: #21'],"['Score: 8.681 (scored by 1,179,666 users)']"
57,"['Genres: Adventure, Drama, Fantasy, Mystery, Sci-Fi']",['Broadcast: Fridays at 21:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 40,685']",['Popularity: #92'],"['Score: 8.671 (scored by 674,239 users)']"
58,"['Genres: Action, Adventure, Award Winning, Fantasy']",[],['Licensors: GKIDS'],"['Favorites: 20,091']",['Popularity: #105'],"['Score: 8.671 (scored by 750,004 users)']"
59,"['Genres: Action, Award Winning, Comedy']",['Broadcast: Saturdays at 23:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 36,794']",['Popularity: #94'],"['Score: 8.671 (scored by 738,123 users)']"
60,"['Genres: Drama, Fantasy']",['Broadcast: Thursdays at 00:00 (JST)'],['Licensors: Funimation'],"['Favorites: 56,024']",['Popularity: #51'],"['Score: 8.671 (scored by 885,864 users)']"
61,"['Genres: Adventure, Fantasy, Mystery, Slice of Life, Supernatural']",['Broadcast: Sundays at 03:40 (JST)'],['Licensors: Funimation'],"['Favorites: 25,555']",['Popularity: #208'],"['Score: 8.661 (scored by 263,724 users)']"
62,"['Genres: Action, Fantasy']",['Broadcast: Wednesdays at 00:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 37,098']",['Popularity: #111'],"['Score: 8.661 (scored by 501,847 users)']"
63,[],['Broadcast: Wednesdays at 01:29 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,662']",['Popularity: #828'],"['Score: 8.661 (scored by 151,706 users)']"
64,"['Genres: Adventure, Award Winning, Drama, Fantasy, Romance']",[],['Licensors: Disney Platform Distribution'],"['Favorites: 25,815']",['Popularity: #95'],"['Score: 8.661 (scored by 838,693 users)']"
65,"['Genres: Action, Award Winning, Fantasy']",['Broadcast: Saturdays at 01:25 (JST)'],['Licensors: VIZ Media'],"['Favorites: 78,442']",['Popularity: #17'],"['Score: 8.651 (scored by 1,387,005 users)']"
66,"['Genres: Drama, Slice of Life, Supernatural']",['Broadcast: Tuesdays at 01:30 (JST)'],"['Licensors: NIS America, Inc.']","['Favorites: 1,928']",['Popularity: #925'],"['Score: 8.651 (scored by 102,868 users)']"
67,"['Genres: Drama, Romance']",['Broadcast: Fridays at 01:20 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 82,114']",['Popularity: #23'],"['Score: 8.651 (scored by 1,258,121 users)']"
68,[],['Broadcast: Sundays at 02:58 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 15,377']",['Popularity: #84'],"['Score: 8.641 (scored by 877,296 users)']"
69,[],['Broadcast: Saturdays at 23:30 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 18,498']",['Popularity: #96'],"['Score: 8.641 (scored by 771,435 users)']"
70,"['Genres: Action, Fantasy']",[],['Licensors: Aniplex of America'],"['Favorites: 12,413']",['Popularity: #86'],"['Score: 8.631 (scored by 865,792 users)']"
71,"['Genres: Adventure, Drama, Fantasy, Mystery, Sci-Fi']",[],['Licensors: Sentai Filmworks'],"['Favorites: 3,185']",['Popularity: #508'],"['Score: 8.631 (scored by 210,087 users)']"
72,"['Genres: Action, Adventure, Award Winning, Sci-Fi']",['Broadcast: Sundays at 08:30 (JST)'],"['Licensors: ADV Films, Bandai Entertainment, Aniplex of America']","['Favorites: 74,724']",['Popularity: #64'],"['Score: 8.631 (scored by 852,758 users)']"
73,"['Genres: Action, Adventure, Drama, Fantasy, Mystery']",[],"['Licensors: None found, add some']","['Favorites: 1,457']",['Popularity: #2389'],"['Score: 8.621 (scored by 20,726 users)']"
74,"['Genres: Drama, Slice of Life, Supernatural']",['Broadcast: Wednesdays at 01:35 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,021']",['Popularity: #1232'],"['Score: 8.621 (scored by 62,911 users)']"
75,"['Genres: Award Winning, Drama, Sports']",['Broadcast: Fridays at 00:50 (JST)'],['Licensors: Funimation'],"['Favorites: 14,808']",['Popularity: #567'],"['Score: 8.621 (scored by 170,379 users)']"
76,"['Genres: Action, Drama']",['Broadcast: Mondays at 00:35 (JST)'],['Licensors: Funimation'],"['Favorites: 19,307']",['Popularity: #18'],"['Score: 8.621 (scored by 1,452,990 users)']"
77,"['Genres: Action, Sci-Fi']",[],"['Licensors: None found, add some']","['Favorites: 15,911']",['Popularity: #408'],"['Score: 8.621 (scored by 317,324 users)']"
78,"['Genres: Supernatural, Suspense']",['Broadcast: Wednesdays at 00:56 (JST)'],['Licensors: VIZ Media'],"['Favorites: 164,240']",['Popularity: #2'],"['Score: 8.621 (scored by 2,557,901 users)']"
79,"['Genres: Action, Mystery, Supernatural']",['Broadcast: Wednesdays at 23:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,658']",['Popularity: #1215'],"['Score: 8.611 (scored by 14,115 users)']"
80,"['Genres: Action, Award Winning, Drama, Sci-Fi, Suspense']",[],"['Licensors: None found, add some']","['Favorites: 6,596']",['Popularity: #638'],"['Score: 8.611 (scored by 130,802 users)']"
81,"['Genres: Drama, Romance, Supernatural']",[],['Licensors: Aniplex of America'],"['Favorites: 9,713']",['Popularity: #284'],"['Score: 8.611 (scored by 406,612 users)']"
82,"['Genres: Award Winning, Mystery, Sci-Fi, Supernatural']",[],"['Licensors: Funimation, Bandai Entertainment']","['Favorites: 13,030']",['Popularity: #333'],"['Score: 8.611 (scored by 296,270 users)']"
83,"['Genres: Adventure, Fantasy, Mystery, Slice of Life, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 210'],['Popularity: #1627'],"['Score: 8.601 (scored by 47,458 users)']"
84,[],['Broadcast: Sundays at 01:35 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,141']",['Popularity: #922'],"['Score: 8.591 (scored by 128,568 users)']"
85,"['Genres: Action, Adventure, Supernatural']",['Broadcast: Saturdays at 01:05 (JST)'],['Licensors: VIZ Media'],"['Favorites: 29,626']",['Popularity: #154'],"['Score: 8.581 (scored by 613,859 users)']"
86,"['Genres: Action, Mystery, Supernatural']",[],['Licensors: Aniplex of America'],"['Favorites: 2,246']",['Popularity: #488'],"['Score: 8.581 (scored by 251,061 users)']"
87,"['Genres: Drama, Slice of Life, Supernatural']",['Broadcast: Tuesdays at 01:30 (JST)'],"['Licensors: NIS America, Inc.']","['Favorites: 1,347']",['Popularity: #903'],"['Score: 8.581 (scored by 111,694 users)']"
88,"['Genres: Award Winning, Fantasy, Slice of Life']",[],['Licensors: Funimation'],"['Favorites: 10,946']",['Popularity: #219'],"['Score: 8.581 (scored by 436,016 users)']"
89,"['Genres: Drama, Slice of Life, Supernatural']",['Broadcast: Wednesdays at 01:35 (JST)'],"['Licensors: None found, add some']",['Favorites: 790'],['Popularity: #1238'],"['Score: 8.571 (scored by 69,635 users)']"
90,[],['Broadcast: Saturdays at 02:25 (JST)'],"['Licensors: None found, add some']","['Favorites: 5,639']",['Popularity: #783'],"['Score: 8.571 (scored by 90,007 users)']"
91,"['Genres: Action, Sci-Fi']",[],['Licensors: Aniplex of America'],['Favorites: 930'],['Popularity: #1058'],"['Score: 8.571 (scored by 95,198 users)']"
92,"['Genres: Award Winning, Comedy, Mystery, Romance']",['Broadcast: Fridays at 00:45 (JST)'],['Licensors: Funimation'],"['Favorites: 17,373']",['Popularity: #483'],"['Score: 8.571 (scored by 135,545 users)']"
93,"['Genres: Adventure, Fantasy']",['Broadcast: Fridays at 00:55 (JST)'],['Licensors: Funimation'],"['Favorites: 11,405']",['Popularity: #363'],"['Score: 8.561 (scored by 273,182 users)']"
94,"['Genres: Action, Fantasy, Supernatural']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 19,897']",['Popularity: #127'],"['Score: 8.561 (scored by 672,225 users)']"
95,"['Genres: Drama, Romance, Supernatural']",['Broadcast: Tuesdays at 01:30 (JST)'],['Licensors: Funimation'],"['Favorites: 5,517']",['Popularity: #443'],"['Score: 8.561 (scored by 225,653 users)']"
96,[],[],['Licensors: Sentai Filmworks'],['Favorites: 535'],['Popularity: #2868'],"['Score: 8.561 (scored by 14,669 users)']"
97,"['Genres: Drama, Romance']",[],['Licensors: Aniplex of America'],"['Favorites: 18,873']",['Popularity: #177'],"['Score: 8.561 (scored by 512,520 users)']"
98,[],['Broadcast: Saturdays at 02:25 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 5,812']",['Popularity: #237'],"['Score: 8.551 (scored by 427,013 users)']"
99,"['Genres: Action, Adventure, Drama, Fantasy, Horror']",['Broadcast: Wednesdays at 01:45 (JST)'],"['Licensors: Media Blasters, NYAV Post']","['Favorites: 24,411']",['Popularity: #328'],"['Score: 8.551 (scored by 312,642 users)']"
100,"['Genres: Drama, Slice of Life, Supernatural']",['Broadcast: Tuesdays at 01:00 (JST)'],"['Licensors: NIS America, Inc.']","['Favorites: 1,393']",['Popularity: #912'],"['Score: 8.551 (scored by 119,071 users)']"
101,"['Genres: Avant Garde, Drama, Sci-Fi']",[],"['Licensors: GKIDS, Manga Entertainment']","['Favorites: 26,416']",['Popularity: #178'],"['Score: 8.551 (scored by 568,219 users)']"
102,"['Genres: Adventure, Fantasy, Mystery, Slice of Life, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 180'],['Popularity: #1526'],"['Score: 8.541 (scored by 63,243 users)']"
103,[],['Broadcast: Unknown'],"['Licensors: Flatiron Film Company, Geneon Entertainment USA']","['Favorites: 6,667']",['Popularity: #788'],"['Score: 8.541 (scored by 125,609 users)']"
104,"['Genres: Comedy, Drama, Romance']",['Broadcast: Unknown'],"['Licensors: None found, add some']","['Favorites: 2,919']",['Popularity: #670'],"['Score: 8.541 (scored by 186,409 users)']"
105,"['Genres: Action, Drama, Mystery, Romance, Supernatural, Suspense']",[],['Licensors: Aniplex of America'],"['Favorites: 4,452']",['Popularity: #945'],"['Score: 8.531 (scored by 126,130 users)']"
106,"['Genres: Drama, Romance']",['Broadcast: Wednesdays at 23:25 (JST)'],"['Licensors: VIZ Media, Sentai Filmworks']","['Favorites: 26,177']",['Popularity: #322'],"['Score: 8.531 (scored by 228,238 users)']"
107,"['Genres: Avant Garde, Drama, Horror']",[],"['Licensors: GKIDS, Manga Entertainment']","['Favorites: 16,898']",['Popularity: #298'],"['Score: 8.531 (scored by 333,274 users)']"
108,"['Genres: Action, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 90'],['Popularity: #4379'],"['Score: 8.531 (scored by 13,134 users)']"
109,"['Genres: Action, Award Winning, Drama, Suspense']",['Broadcast: Sundays at 01:58 (JST)'],['Licensors: Funimation'],"['Favorites: 159,703']",['Popularity: #1'],"['Score: 8.531 (scored by 2,593,615 users)']"
110,[],[],['Licensors: Sentai Filmworks'],['Favorites: 579'],['Popularity: #5080'],"['Score: 8.531 (scored by 5,555 users)']"
111,"['Genres: Adventure, Comedy, Drama']",['Broadcast: Tuesdays at 20:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 13,280']",['Popularity: #425'],"['Score: 8.531 (scored by 201,914 users)']"
112,"['Genres: Drama, Sci-Fi, Suspense']",['Broadcast: Thursdays at 01:35 (JST)'],['Licensors: Funimation'],"['Favorites: 11,151']",['Popularity: #191'],"['Score: 8.531 (scored by 390,473 users)']"
113,"['Genres: Mystery, Supernatural, Suspense']",['Broadcast: Fridays at 00:00 (JST)'],['Licensors: Disney Platform Distribution'],"['Favorites: 6,071']",['Popularity: #533'],"['Score: 8.531 (scored by 133,318 users)']"
114,[],['Broadcast: Thursdays at 23:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 2,811']",['Popularity: #1079'],"['Score: 8.531 (scored by 81,524 users)']"
115,"['Genres: Mystery, Sci-Fi, Suspense']",['Broadcast: Fridays at 00:55 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 31,863']",['Popularity: #38'],"['Score: 8.521 (scored by 1,188,770 users)']"
116,"['Genres: Action, Comedy, Sci-Fi']",[],['Licensors: Sentai Filmworks'],['Favorites: 594'],['Popularity: #1363'],"['Score: 8.521 (scored by 89,170 users)']"
117,"['Genres: Action, Comedy, Sci-Fi']",['Broadcast: Mondays at 01:35 (JST)'],"['Licensors: None found, add some']",['Favorites: 866'],['Popularity: #1143'],"['Score: 8.521 (scored by 94,047 users)']"
118,"['Genres: Action, Award Winning, Fantasy']",['Broadcast: Saturdays at 23:30 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 85,743']",['Popularity: #7'],"['Score: 8.521 (scored by 1,863,576 users)']"
119,"['Genres: Action, Mystery, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: Bandai Entertainment, Manga Entertainment']","['Favorites: 3,064']",['Popularity: #991'],"['Score: 8.521 (scored by 100,520 users)']"
120,"['Genres: Action, Adventure, Comedy']",['Broadcast: Saturdays at 10:30 (JST)'],"['Licensors: Funimation, Geneon Entertainment USA']","['Favorites: 35,319']",['Popularity: #104'],"['Score: 8.511 (scored by 600,410 users)']"
121,"['Genres: Action, Fantasy, Supernatural']",[],['Licensors: Aniplex of America'],"['Favorites: 3,330']",['Popularity: #595'],"['Score: 8.511 (scored by 204,079 users)']"
122,[],[],"['Licensors: ADV Films, Central Park Media, Sentai Filmworks']","['Favorites: 7,357']",['Popularity: #306'],"['Score: 8.511 (scored by 368,823 users)']"
123,"['Genres: Action, Comedy']",['Broadcast: Fridays at 01:25 (JST)'],['Licensors: Funimation'],"['Favorites: 17,134']",['Popularity: #85'],"['Score: 8.501 (scored by 824,533 users)']"
124,"['Genres: Action, Adventure, Supernatural']",['Broadcast: Saturdays at 00:30 (JST)'],['Licensors: VIZ Media'],"['Favorites: 37,106']",['Popularity: #131'],"['Score: 8.501 (scored by 702,344 users)']"
125,"['Genres: Comedy, Sci-Fi']",['Broadcast: Sundays at 07:00 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 3,771']",['Popularity: #1154'],"['Score: 8.501 (scored by 50,600 users)']"
126,"['Genres: Action, Comedy']",['Broadcast: Mondays at 01:05 (JST)'],['Licensors: VIZ Media'],"['Favorites: 61,140']",['Popularity: #4'],"['Score: 8.501 (scored by 2,078,770 users)']"
127,"['Genres: Action, Drama, Suspense']",['Broadcast: Saturdays at 22:00 (JST)'],['Licensors: Funimation'],"['Favorites: 20,435']",['Popularity: #12'],"['Score: 8.501 (scored by 1,708,462 users)']"
128,"['Genres: Action, Comedy, Supernatural']",['Broadcast: Tuesdays at 00:00 (JST)'],"['Licensors: Funimation, Crunchyroll']","['Favorites: 43,983']",['Popularity: #33'],"['Score: 8.491 (scored by 1,164,517 users)']"
129,"['Genres: Fantasy, Sci-Fi, Slice of Life']",['Broadcast: Tuesdays at 02:00 (JST)'],['Licensors: Nozomi Entertainment'],"['Favorites: 3,998']",['Popularity: #1617'],"['Score: 8.491 (scored by 30,235 users)']"
130,"['Genres: Action, Adventure, Drama, Suspense']",['Broadcast: Fridays at 00:55 (JST)'],"['Licensors: None found, add some']","['Favorites: 28,293']",['Popularity: #203'],"['Score: 8.491 (scored by 337,316 users)']"
131,"['Genres: Action, Fantasy']",[],['Licensors: Crunchyroll'],"['Favorites: 8,325']",['Popularity: #291'],"['Score: 8.491 (scored by 317,264 users)']"
132,"['Genres: Drama, Suspense']",['Broadcast: Unknown'],['Licensors: Funimation'],"['Favorites: 8,168']",['Popularity: #548'],"['Score: 8.481 (scored by 149,525 users)']"
133,[],[],"['Licensors: None found, add some']",['Favorites: 301'],['Popularity: #2568'],"['Score: 8.481 (scored by 12,309 users)']"
134,"['Genres: Drama, Sports']",['Broadcast: Wednesdays at 01:29 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,407']",['Popularity: #1547'],"['Score: 8.471 (scored by 56,188 users)']"
135,"['Genres: Drama, Romance']",[],['Licensors: Crunchyroll'],['Favorites: 703'],['Popularity: #2110'],"['Score: 8.471 (scored by 24,615 users)']"
136,"['Genres: Action, Comedy']",[],"['Licensors: None found, add some']",['Favorites: 229'],['Popularity: #2435'],"['Score: 8.471 (scored by 32,024 users)']"
