,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score
155,"['Genres: Supernatural, Suspense']",['Broadcast: Sundays at 21:30 (JST)'],"['Licensors: Funimation, Muse Communication']","['Favorites: 1,453']",['Popularity: #721'],"['Score: 7.191 (scored by 146,955 users)']"
156,"['Genres: Action, Comedy, Romance, Supernatural']",['Broadcast: Saturdays at 23:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 414'],['Popularity: #1764'],"['Score: 7.191 (scored by 49,505 users)']"
157,"['Genres: Action, Adventure, Comedy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 26'],['Popularity: #6204'],"['Score: 7.191 (scored by 3,173 users)']"
158,"['Genres: Adventure, Fantasy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 6'],['Popularity: #7936'],"['Score: 7.191 (scored by 1,242 users)']"
159,"['Genres: Action, Romance, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #8991'],"['Score: 7.191 (scored by 1,162 users)']"
160,"['Genres: Comedy, Ecchi']",[],['Licensors: Funimation'],['Favorites: 51'],['Popularity: #2803'],"['Score: 7.191 (scored by 25,708 users)']"
161,[],[],['Licensors: Funimation'],['Favorites: 50'],['Popularity: #3153'],"['Score: 7.191 (scored by 20,888 users)']"
162,[],[],"['Licensors: None found, add some']",['Favorites: 29'],['Popularity: #9688'],"['Score: 7.191 (scored by 1,506 users)']"
163,[],['Broadcast: Sundays at 01:58 (JST)'],['Licensors: Funimation'],['Favorites: 757'],['Popularity: #884'],"['Score: 7.191 (scored by 135,390 users)']"
164,"['Genres: Action, Romance, Sci-Fi']",['Broadcast: Sundays at 17:00 (JST)'],"['Licensors: Bandai Entertainment, Aniplex of America']",['Favorites: 591'],['Popularity: #1750'],"['Score: 7.191 (scored by 44,409 users)']"
165,"['Genres: Action, Adventure, Sci-Fi']",[],['Licensors: VIZ Media'],['Favorites: 13'],['Popularity: #3218'],"['Score: 7.191 (scored by 21,576 users)']"
166,[],[],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #12771'],['Score: 7.191 (scored by 496 users)']
167,[],[],['Licensors: Sentai Filmworks'],['Favorites: 9'],['Popularity: #3369'],"['Score: 7.191 (scored by 17,148 users)']"
168,"['Genres: Comedy, Drama']",[],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #4707'],"['Score: 7.191 (scored by 8,065 users)']"
169,"['Genres: Action, Fantasy, Sci-Fi']",[],['Licensors: Sentai Filmworks'],['Favorites: 22'],['Popularity: #3947'],"['Score: 7.191 (scored by 9,336 users)']"
170,"['Genres: Comedy, Romance']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 538'],['Popularity: #1770'],"['Score: 7.191 (scored by 54,467 users)']"
171,"['Genres: Action, Comedy, Fantasy']",[],['Licensors: Sentai Filmworks'],['Favorites: 13'],['Popularity: #4378'],"['Score: 7.191 (scored by 9,263 users)']"
172,"['Genres: Adventure, Fantasy, Supernatural']",['Broadcast: Mondays at 00:00 (JST)'],"['Licensors: NIS America, Inc.']",['Favorites: 79'],['Popularity: #3596'],"['Score: 7.191 (scored by 11,742 users)']"
173,"['Genres: Action, Fantasy']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 94'],['Popularity: #4896'],"['Score: 7.191 (scored by 6,469 users)']"
174,"['Genres: Action, Comedy, Fantasy']",['Broadcast: Wednesdays at 18:30 (JST)'],"['Licensors: 4Kids Entertainment, Flatiron Film Company']","['Favorites: 1,504']",['Popularity: #1056'],"['Score: 7.191 (scored by 128,879 users)']"
175,"['Genres: Action, Adventure, Comedy']",['Broadcast: Unknown'],['Licensors: VIZ Media'],['Favorites: 31'],['Popularity: #4975'],"['Score: 7.191 (scored by 6,317 users)']"
176,"['Genres: Action, Adventure, Fantasy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 32'],['Popularity: #8280'],"['Score: 7.181 (scored by 1,417 users)']"
177,"['Genres: Slice of Life, Supernatural']",['Broadcast: Mondays at 23:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 208'],['Popularity: #2437'],"['Score: 7.181 (scored by 25,685 users)']"
178,"['Genres: Action, Adventure, Comedy, Supernatural']",[],['Licensors: Central Park Media'],['Favorites: 31'],['Popularity: #3855'],"['Score: 7.181 (scored by 13,205 users)']"
179,[],[],"['Licensors: None found, add some']",['Favorites: 25'],['Popularity: #7586'],"['Score: 7.181 (scored by 2,514 users)']"
180,"['Genres: Action, Comedy']",[],"['Licensors: None found, add some']",['Favorites: 432'],['Popularity: #2215'],"['Score: 7.181 (scored by 35,660 users)']"
181,"['Genres: Action, Fantasy']",['Broadcast: Saturdays at 01:23 (JST)'],"['Licensors: None found, add some']",['Favorites: 947'],['Popularity: #2142'],"['Score: 7.181 (scored by 24,265 users)']"
182,"['Genres: Comedy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 25'],['Popularity: #3414'],"['Score: 7.181 (scored by 14,389 users)']"
183,[],[],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #4818'],"['Score: 7.181 (scored by 4,737 users)']"
184,"['Genres: Action, Mystery, Suspense']",['Broadcast: Fridays at 00:45 (JST)'],['Licensors: Funimation'],"['Favorites: 1,234']",['Popularity: #727'],"['Score: 7.181 (scored by 142,406 users)']"
185,[],[],['Licensors: Sentai Filmworks'],['Favorites: 66'],['Popularity: #2084'],"['Score: 7.181 (scored by 42,629 users)']"
186,"['Genres: Action, Adventure, Comedy']",[],"['Licensors: None found, add some']",['Favorites: 7'],['Popularity: #8129'],"['Score: 7.181 (scored by 2,494 users)']"
187,"['Genres: Action, Adventure, Sci-Fi']",[],"['Licensors: Central Park Media, Discotek Media']",['Favorites: 175'],['Popularity: #3842'],"['Score: 7.181 (scored by 10,336 users)']"
188,"['Genres: Comedy, Sports, Ecchi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 30'],['Popularity: #7714'],"['Score: 7.191 (scored by 2,464 users)']"
189,"['Genres: Adventure, Comedy, Mystery']",[],"['Licensors: None found, add some']",['Favorites: 1'],['Popularity: #5007'],"['Score: 7.181 (scored by 7,779 users)']"
190,"['Genres: Adventure, Comedy, Mystery']",[],"['Licensors: None found, add some']",['Favorites: 1'],['Popularity: #7824'],"['Score: 7.181 (scored by 1,275 users)']"
191,"['Genres: Action, Drama, Fantasy, Supernatural']",['Broadcast: Sundays at 00:00 (JST)'],['Licensors: Aniplex of America'],"['Favorites: 2,489']",['Popularity: #442'],"['Score: 7.181 (scored by 236,954 users)']"
192,"['Genres: Action, Comedy, Fantasy, Slice of Life']",['Broadcast: Saturdays at 01:40 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 248'],['Popularity: #1491'],"['Score: 7.181 (scored by 70,159 users)']"
193,"['Genres: Avant Garde, Fantasy, Sci-Fi']",[],['Licensors: GKIDS'],['Favorites: 70'],['Popularity: #4515'],"['Score: 7.181 (scored by 7,844 users)']"
194,"['Genres: Action, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 1'],['Popularity: #11491'],['Score: 7.181 (scored by 137 users)']
195,[],[],"['Licensors: None found, add some']",['Favorites: 1'],['Popularity: #15046'],['Score: 7.181 (scored by 258 users)']
196,"['Genres: Comedy, Slice of Life']",['Broadcast: Wednesdays at 23:30 (JST)'],['Licensors: Funimation'],['Favorites: 153'],['Popularity: #2883'],"['Score: 7.181 (scored by 20,280 users)']"
197,"['Genres: Action, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 4'],['Popularity: #10246'],['Score: 7.181 (scored by 646 users)']
198,"['Genres: Comedy, Romance, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 164'],['Popularity: #3169'],"['Score: 7.181 (scored by 10,730 users)']"
199,"['Genres: Action, Sci-Fi']",[],['Licensors: Capcom'],['Favorites: 57'],['Popularity: #5585'],"['Score: 7.181 (scored by 6,150 users)']"
200,"['Genres: Action, Supernatural']",[],['Licensors: VIZ Media'],['Favorites: 17'],['Popularity: #4594'],"['Score: 7.181 (scored by 4,749 users)']"
201,"['Genres: Action, Romance, Supernatural']",['Broadcast: Fridays at 01:30 (JST)'],['Licensors: Funimation'],"['Favorites: 1,951']",['Popularity: #451'],"['Score: 7.181 (scored by 230,768 users)']"
202,"['Genres: Action, Sci-Fi']",[],['Licensors: Bandai Entertainment'],['Favorites: 4'],['Popularity: #6727'],"['Score: 7.181 (scored by 2,347 users)']"
203,"['Genres: Action, Drama, Romance, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: Bandai Entertainment, NYAV Post']","['Favorites: 1,047']",['Popularity: #1844'],"['Score: 7.181 (scored by 62,266 users)']"
204,[],['Broadcast: Sundays at 10:00 (JST)'],['Licensors: Crunchyroll'],['Favorites: 42'],['Popularity: #7513'],"['Score: 7.181 (scored by 1,188 users)']"
205,"['Genres: Comedy, Sports']",[],"['Licensors: None found, add some']",['Favorites: 8'],['Popularity: #4952'],"['Score: 7.181 (scored by 5,275 users)']"
206,"['Genres: Action, Boys Love, Comedy, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 463'],['Popularity: #2064'],"['Score: 7.181 (scored by 29,825 users)']"
207,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #9146'],['Score: 7.191 (scored by 798 users)']
208,[],['Broadcast: Mondays at Unknown'],"['Licensors: None found, add some']",['Favorites: 60'],['Popularity: #6139'],"['Score: 7.181 (scored by 3,318 users)']"
209,"['Genres: Adventure, Comedy, Romance']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 217'],['Popularity: #3084'],"['Score: 7.181 (scored by 22,693 users)']"
210,"['Genres: Comedy, Gourmet']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 13'],['Popularity: #8073'],"['Score: 7.181 (scored by 1,068 users)']"
211,[],[],"['Licensors: None found, add some']",['Favorites: 11'],['Popularity: #5395'],"['Score: 7.181 (scored by 6,764 users)']"
212,"['Genres: Comedy, Romance, Ecchi']",['Broadcast: Unknown'],['Licensors: Discotek Media'],['Favorites: 90'],['Popularity: #2347'],"['Score: 7.181 (scored by 39,563 users)']"
213,"['Genres: Action, Drama, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 114'],['Popularity: #2145'],"['Score: 7.181 (scored by 33,530 users)']"
214,"['Genres: Comedy, Slice of Life']",[],['Licensors: Funimation'],['Favorites: 12'],['Popularity: #6320'],"['Score: 7.181 (scored by 3,468 users)']"
215,"['Genres: Action, Adventure']",[],"['Licensors: None found, add some']",['Favorites: 7'],['Popularity: #8307'],"['Score: 7.181 (scored by 1,905 users)']"
216,[],[],"['Licensors: None found, add some']",['Favorites: 31'],['Popularity: #8275'],"['Score: 7.181 (scored by 1,157 users)']"
217,"['Genres: Drama, Mystery, Sci-Fi']",['Broadcast: Thursdays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 23'],['Popularity: #7710'],"['Score: 7.171 (scored by 1,227 users)']"
218,"['Genres: Drama, Romance, Supernatural']",['Broadcast: Unknown'],['Licensors: Bandai Entertainment'],['Favorites: 403'],['Popularity: #1898'],"['Score: 7.181 (scored by 44,853 users)']"
219,"['Genres: Drama, Romance, Sports']",['Broadcast: Thursdays at 01:00 (JST)'],['Licensors: Funimation'],['Favorites: 639'],['Popularity: #1730'],"['Score: 7.181 (scored by 53,015 users)']"
220,[],[],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #7937'],"['Score: 7.181 (scored by 2,652 users)']"
221,"['Genres: Action, Fantasy']",['Broadcast: Thursdays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 55'],['Popularity: #5798'],"['Score: 7.181 (scored by 4,846 users)']"
222,[],[],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #7472'],"['Score: 7.181 (scored by 1,899 users)']"
223,"['Genres: Comedy, Drama, Romance']",['Broadcast: Unknown'],"['Licensors: NIS America, Inc.']","['Favorites: 1,024']",['Popularity: #650'],"['Score: 7.171 (scored by 169,779 users)']"
224,"['Genres: Drama, Fantasy, Mystery']",['Broadcast: Sundays at 23:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 966'],['Popularity: #995'],"['Score: 7.171 (scored by 99,317 users)']"
225,[],['Broadcast: Sundays at 00:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 252'],['Popularity: #2759'],"['Score: 7.171 (scored by 19,262 users)']"
226,"['Genres: Drama, Romance']",['Broadcast: Saturdays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 60'],['Popularity: #5966'],"['Score: 7.171 (scored by 4,079 users)']"
227,"['Genres: Action, Adventure, Comedy, Mystery']",['Broadcast: Sundays at 00:55 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 139'],['Popularity: #4452'],"['Score: 7.171 (scored by 4,638 users)']"
228,"['Genres: Comedy, Ecchi']",[],"['Licensors: None found, add some']",['Favorites: 25'],['Popularity: #2801'],"['Score: 7.171 (scored by 26,596 users)']"
229,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 0'],['Popularity: #9108'],"['Score: 7.171 (scored by 1,354 users)']"
230,"['Genres: Action, Comedy, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: Sentai Filmworks, Saban Entertainment']",['Favorites: 5'],['Popularity: #9853'],['Score: 7.171 (scored by 617 users)']
231,"['Genres: Comedy, Fantasy, Sci-Fi']",['Broadcast: Tuesdays at 18:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 11'],['Popularity: #9794'],"['Score: 7.171 (scored by 1,272 users)']"
232,[],[],"['Licensors: None found, add some']",['Favorites: 4'],['Popularity: #7952'],"['Score: 7.171 (scored by 1,970 users)']"
233,[],[],"['Licensors: None found, add some']",['Favorites: 5'],['Popularity: #10875'],['Score: 7.171 (scored by 812 users)']
234,"['Genres: Action, Adventure']",[],['Licensors: VIZ Media'],['Favorites: 35'],['Popularity: #2248'],"['Score: 7.171 (scored by 39,362 users)']"
235,"['Genres: Action, Fantasy, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 168'],['Popularity: #2834'],"['Score: 7.171 (scored by 18,225 users)']"
236,[],[],"['Licensors: None found, add some']",['Favorites: 3'],['Popularity: #7848'],"['Score: 7.171 (scored by 2,136 users)']"
237,"['Genres: Action, Adventure, Fantasy']",[],['Licensors: Funimation'],['Favorites: 23'],['Popularity: #3861'],"['Score: 7.171 (scored by 11,948 users)']"
238,"['Genres: Action, Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 17'],['Popularity: #3836'],"['Score: 7.171 (scored by 13,500 users)']"
239,"['Genres: Comedy, Romance']",['Broadcast: Unknown'],['Licensors: Funimation'],['Favorites: 775'],['Popularity: #806'],"['Score: 7.171 (scored by 126,742 users)']"
240,"['Genres: Comedy, Romance']",['Broadcast: Thursdays at 01:00 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,486']",['Popularity: #520'],"['Score: 7.171 (scored by 208,267 users)']"
241,"['Genres: Comedy, Romance']",[],['Licensors: Sentai Filmworks'],['Favorites: 20'],['Popularity: #3232'],"['Score: 7.171 (scored by 22,486 users)']"
242,"['Genres: Action, Mystery']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 224'],['Popularity: #1810'],"['Score: 7.171 (scored by 43,688 users)']"
243,"['Genres: Action, Sci-Fi']",['Broadcast: Sundays at 22:30 (JST)'],['Licensors: Discotek Media'],['Favorites: 138'],['Popularity: #2675'],"['Score: 7.171 (scored by 23,032 users)']"
244,[],[],"['Licensors: None found, add some']",['Favorites: 9'],['Popularity: #11756'],['Score: 7.171 (scored by 342 users)']
245,"['Genres: Action, Adventure, Fantasy, Sci-Fi']",['Broadcast: Tuesdays at 00:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,354']",['Popularity: #960'],"['Score: 7.171 (scored by 87,810 users)']"
246,"['Genres: Award Winning, Drama, Supernatural']",[],"['Licensors: NYAV Post, GKIDS']",['Favorites: 51'],['Popularity: #3547'],"['Score: 7.171 (scored by 13,531 users)']"
247,"['Genres: Action, Comedy, Fantasy, Sci-Fi']",['Broadcast: Sundays at 21:00 (JST)'],['Licensors: Funimation'],"['Favorites: 1,930']",['Popularity: #628'],"['Score: 7.171 (scored by 157,449 users)']"
248,"['Genres: Action, Adventure, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 21'],['Popularity: #7176'],"['Score: 7.171 (scored by 2,193 users)']"
249,"['Genres: Comedy, Drama, Fantasy, Romance']",['Broadcast: Wednesdays at 18:30 (JST)'],"['Licensors: ADV Films, Funimation']",['Favorites: 403'],['Popularity: #2541'],"['Score: 7.171 (scored by 27,900 users)']"
250,"['Genres: Adventure, Comedy, Fantasy']",[],['Licensors: ADV Films'],['Favorites: 7'],['Popularity: #4582'],"['Score: 7.171 (scored by 9,228 users)']"
251,[],[],['Licensors: Discotek Media'],['Favorites: 132'],['Popularity: #3763'],"['Score: 7.171 (scored by 18,195 users)']"
252,[],[],"['Licensors: None found, add some']",['Favorites: 14'],['Popularity: #9090'],"['Score: 7.171 (scored by 1,890 users)']"
253,"['Genres: Action, Sci-Fi, Ecchi']",['Broadcast: Tuesdays at 18:30 (JST)'],"['Licensors: Funimation, Geneon Entertainment USA']",['Favorites: 416'],['Popularity: #2126'],"['Score: 7.171 (scored by 42,779 users)']"
254,[],[],['Licensors: Sentai Filmworks'],['Favorites: 20'],['Popularity: #4196'],"['Score: 7.171 (scored by 12,097 users)']"
255,"['Genres: Adventure, Fantasy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 33'],['Popularity: #9644'],['Score: 7.171 (scored by 991 users)']
256,"['Genres: Action, Adventure, Fantasy, Romance']",[],"['Licensors: None found, add some']",['Favorites: 8'],['Popularity: #10027'],"['Score: 7.171 (scored by 1,142 users)']"
257,"['Genres: Action, Comedy, Drama, Sports']",[],"['Licensors: None found, add some']",['Favorites: 4'],['Popularity: #9526'],"['Score: 7.171 (scored by 1,003 users)']"
258,[],[],"['Licensors: None found, add some']",['Favorites: 27'],['Popularity: #4290'],"['Score: 7.171 (scored by 7,934 users)']"
259,"['Genres: Drama, Romance, Sci-Fi']",[],['Licensors: Sentai Filmworks'],['Favorites: 36'],['Popularity: #2914'],"['Score: 7.171 (scored by 25,076 users)']"
260,[],['Broadcast: Mondays at 17:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 54'],['Popularity: #6432'],"['Score: 7.171 (scored by 1,944 users)']"
261,"['Genres: Comedy, Sports']",['Broadcast: Saturdays at 06:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 216'],['Popularity: #2299'],"['Score: 7.171 (scored by 34,043 users)']"
262,"['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Sundays at 22:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 229'],['Popularity: #2315'],"['Score: 7.171 (scored by 10,546 users)']"
263,"['Genres: Action, Adventure, Drama, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 225'],['Popularity: #1610'],"['Score: 7.171 (scored by 67,721 users)']"
264,"['Genres: Action, Horror, Supernatural']",[],['Licensors: Funimation'],['Favorites: 227'],['Popularity: #1936'],"['Score: 7.171 (scored by 47,095 users)']"
265,"['Genres: Comedy, Romance, Ecchi']",['Broadcast: Fridays at 01:55 (JST)'],['Licensors: Funimation'],"['Favorites: 3,727']",['Popularity: #211'],"['Score: 7.171 (scored by 437,485 users)']"
266,"['Genres: Comedy, Drama']",['Broadcast: Wednesdays at 00:00 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 107'],['Popularity: #3255'],"['Score: 7.171 (scored by 13,034 users)']"
267,"['Genres: Action, Comedy, Fantasy, Romance']",['Broadcast: Unknown'],"['Licensors: ADV Films, Discotek Media']","['Favorites: 1,252']",['Popularity: #1178'],"['Score: 7.171 (scored by 97,462 users)']"
268,"['Genres: Comedy, Romance, Sci-Fi']",['Broadcast: Saturdays at 01:30 (JST)'],['Licensors: Funimation'],"['Favorites: 9,335']",['Popularity: #144'],"['Score: 7.171 (scored by 552,128 users)']"
269,"['Genres: Action, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 16'],['Popularity: #8377'],"['Score: 7.171 (scored by 1,062 users)']"
270,"['Genres: Action, Adventure, Comedy, Drama']",[],"['Licensors: None found, add some']",['Favorites: 32'],['Popularity: #2890'],"['Score: 7.171 (scored by 24,963 users)']"
271,"['Genres: Adventure, Comedy, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 1'],['Popularity: #6261'],"['Score: 7.171 (scored by 5,469 users)']"
272,"['Genres: Comedy, Sci-Fi, Slice of Life']",['Broadcast: Wednesdays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 65'],['Popularity: #5073'],"['Score: 7.171 (scored by 5,431 users)']"
273,"['Genres: Action, Fantasy']",['Broadcast: Tuesdays at 01:45 (JST)'],"['Licensors: None found, add some']",['Favorites: 372'],['Popularity: #2174'],"['Score: 7.161 (scored by 11,588 users)']"
274,"['Genres: Adventure, Comedy, Fantasy, Romance']",['Broadcast: Wednesdays at 00:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 687'],['Popularity: #1407'],"['Score: 7.171 (scored by 65,750 users)']"
275,"['Genres: Comedy, Sci-Fi']",['Broadcast: Sundays at 09:30 (JST)'],"['Licensors: Nozomi Entertainment, Bandai Entertainment']",['Favorites: 7'],['Popularity: #5896'],"['Score: 7.171 (scored by 4,695 users)']"
276,"['Genres: Comedy, Romance, Supernatural']",['Broadcast: Saturdays at 22:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,677']",['Popularity: #460'],"['Score: 7.171 (scored by 230,055 users)']"
277,"['Genres: Fantasy, Romance, Supernatural']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],['Favorites: 133'],['Popularity: #2781'],"['Score: 7.171 (scored by 24,579 users)']"
278,"['Genres: Action, Adventure, Fantasy, Romance']",['Broadcast: Thursdays at 01:05 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 195'],['Popularity: #1090'],"['Score: 7.171 (scored by 105,955 users)']"
279,"['Genres: Comedy, Slice of Life']",['Broadcast: Fridays at 02:16 (JST)'],['Licensors: Funimation'],['Favorites: 412'],['Popularity: #1302'],"['Score: 7.171 (scored by 62,733 users)']"
280,"['Genres: Adventure, Comedy, Mystery']",['Broadcast: Mondays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #7840'],"['Score: 7.171 (scored by 2,098 users)']"
281,"['Genres: Fantasy, Slice of Life']",['Broadcast: Mondays at 00:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 620'],['Popularity: #2331'],"['Score: 7.171 (scored by 6,123 users)']"
282,"['Genres: Romance, Sci-Fi']",[],"['Licensors: None found, add some']",['Favorites: 53'],['Popularity: #3948'],['Score: 7.171 (scored by 266 users)']
283,"['Genres: Comedy, Supernatural']",['Broadcast: Sundays at 02:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 103'],['Popularity: #3737'],"['Score: 7.151 (scored by 10,336 users)']"
284,"['Genres: Drama, Fantasy, Mystery']",[],"['Licensors: None found, add some']",['Favorites: 19'],['Popularity: #4928'],"['Score: 7.161 (scored by 6,171 users)']"
285,[],['Broadcast: Thursdays at 18:25 (JST)'],"['Licensors: None found, add some']",['Favorites: 17'],['Popularity: #7843'],"['Score: 7.161 (scored by 1,800 users)']"
286,[],['Broadcast: Fridays at 01:46 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,301']",['Popularity: #1007'],"['Score: 7.161 (scored by 99,853 users)']"
287,[],[],['Licensors: Funimation'],['Favorites: 168'],['Popularity: #1316'],"['Score: 7.161 (scored by 82,830 users)']"
288,[],[],"['Licensors: None found, add some']",['Favorites: 2'],['Popularity: #11211'],['Score: 7.161 (scored by 561 users)']
289,[],['Broadcast: Sundays at 02:58 (JST)'],['Licensors: Ponycan USA'],['Favorites: 473'],['Popularity: #1466'],"['Score: 7.161 (scored by 64,663 users)']"
290,"['Genres: Action, Horror, Sci-Fi, Supernatural']",['Broadcast: Sundays at 01:00 (JST)'],['Licensors: Funimation'],"['Favorites: 6,583']",['Popularity: #102'],"['Score: 7.161 (scored by 656,871 users)']"
291,"['Genres: Horror, Sci-Fi, Supernatural']",[],"['Licensors: Discotek Media, Manga Entertainment']",['Favorites: 291'],['Popularity: #3808'],"['Score: 7.161 (scored by 15,070 users)']"
292,"['Genres: Adventure, Sci-Fi, Suspense']",[],"['Licensors: None found, add some']",['Favorites: 46'],['Popularity: #2898'],"['Score: 7.161 (scored by 20,369 users)']"
293,[],[],['Licensors: Bandai Entertainment'],['Favorites: 66'],['Popularity: #4459'],"['Score: 7.161 (scored by 4,432 users)']"
294,"['Genres: Slice of Life, Supernatural']",['Broadcast: Mondays at 01:05 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 93'],['Popularity: #2678'],"['Score: 7.161 (scored by 23,128 users)']"
295,"['Genres: Adventure, Fantasy']",['Broadcast: Sundays at 23:29 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 123'],['Popularity: #3087'],"['Score: 7.161 (scored by 15,093 users)']"
296,"['Genres: Comedy, Drama, Mystery']",['Broadcast: Saturdays at 17:30 (JST)'],['Licensors: Funimation'],['Favorites: 122'],['Popularity: #3316'],"['Score: 7.161 (scored by 15,172 users)']"
297,"['Genres: Drama, Romance, Slice of Life']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 18'],['Popularity: #7310'],['Score: 7.161 (scored by 812 users)']
298,[],[],"['Licensors: None found, add some']",['Favorites: 118'],['Popularity: #2906'],"['Score: 7.161 (scored by 19,226 users)']"
299,"['Genres: Comedy, Supernatural']",[],"['Licensors: None found, add some']",['Favorites: 15'],['Popularity: #3728'],"['Score: 7.161 (scored by 15,691 users)']"
300,"['Genres: Mystery, Supernatural']",['Broadcast: Sundays at 01:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 296'],['Popularity: #2427'],"['Score: 7.161 (scored by 28,334 users)']"
301,"['Genres: Drama, Sports']",['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 7'],['Popularity: #9674'],['Score: 7.161 (scored by 437 users)']
302,"['Genres: Action, Drama, Horror']",['Broadcast: Tuesdays at 01:15 (JST)'],"['Licensors: Tokyopop, Maiden Japan']",['Favorites: 174'],['Popularity: #3291'],"['Score: 7.161 (scored by 11,875 users)']"
303,"['Genres: Sci-Fi, Sports']",[],['Licensors: VIZ Media'],['Favorites: 59'],['Popularity: #4243'],"['Score: 7.161 (scored by 10,138 users)']"
304,"['Genres: Action, Drama, Horror, Sci-Fi, Suspense']",[],"['Licensors: None found, add some']",['Favorites: 6'],['Popularity: #11351'],['Score: 7.161 (scored by 658 users)']
305,"['Genres: Action, Drama, Horror, Sci-Fi, Suspense']",[],"['Licensors: None found, add some']",['Favorites: 6'],['Popularity: #12404'],['Score: 7.161 (scored by 447 users)']
306,"['Genres: Action, Adventure, Fantasy']",[],"['Licensors: None found, add some']",['Favorites: 26'],['Popularity: #7849'],"['Score: 7.161 (scored by 2,233 users)']"
307,"['Genres: Comedy, Romance, Ecchi']",[],['Licensors: Bandai Entertainment'],['Favorites: 20'],['Popularity: #3621'],"['Score: 7.161 (scored by 14,826 users)']"
308,"['Genres: Action, Adventure, Comedy, Drama, Romance, Sci-Fi']",['Broadcast: Sundays at 11:00 (JST)'],['Licensors: Nozomi Entertainment'],['Favorites: 261'],['Popularity: #3746'],"['Score: 7.161 (scored by 11,444 users)']"
309,[],['Broadcast: Unknown'],"['Licensors: None found, add some']",['Favorites: 16'],['Popularity: #9105'],['Score: 7.161 (scored by 978 users)']
