,anime name,anime_type,anime_aired,anime_members,anime_genres,anime_broadcast,anime_licensors,anime_favorites,anime_popularity,anime_score,link_to_anime_page
371,91 Days,TV (12 eps),Jul 2016 - Oct 2016,"669,366 members","['Genres: Action, Drama']",['Broadcast: Saturdays at 01:55 (JST)'],"['Licensors: Funimation, Crunchyroll']","['Favorites: 7,567']",['Popularity: #269'],"['Score: 7.831 (scored by 305,812 users)']",https://myanimelist.net/anime/32998/91_Days
372,Gungrave,TV (26 eps),Oct 2003 - Mar 2004,"180,938 members","['Genres: Action, Drama, Sci-Fi']",['Broadcast: Tuesdays at 01:30 (JST)'],"['Licensors: Funimation, Geneon Entertainment USA']","['Favorites: 2,324']",['Popularity: #1175'],"['Score: 7.831 (scored by 66,938 users)']",https://myanimelist.net/anime/267/Gungrave
373,Hug tto! Precure,TV (49 eps),Feb 2018 - Jan 2019,"14,991 members","['Genres: Action, Fantasy']",['Broadcast: Sundays at 08:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 243'],['Popularity: #5009'],"['Score: 7.831 (scored by 4,590 users)']",https://myanimelist.net/anime/36593/Hug_tto_Precure
374,Oniisama e...,TV (39 eps),Jul 1991 - May 1992,"42,629 members","['Genres: Drama, Girls Love']",['Broadcast: Sundays at Unknown'],['Licensors: Discotek Media'],['Favorites: 943'],['Popularity: #3079'],"['Score: 7.831 (scored by 9,343 users)']",https://myanimelist.net/anime/795/Oniisama_e
375,Princess Connect! Re:Dive Season 2,TV (12 eps),Jan 2022 - Mar 2022,"112,290 members","['Genres: Adventure, Comedy, Fantasy, Gourmet']",['Broadcast: Tuesdays at 00:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 795'],['Popularity: #1730'],"['Score: 7.831 (scored by 38,454 users)']",https://myanimelist.net/anime/42670/Princess_Connect_Re_Dive_Season_2
376,Suzumiya Haruhi no Yuuutsu,TV (14 eps),Apr 2006 - Jul 2006,"876,712 members","['Genres: Award Winning, Comedy, Mystery, Sci-Fi, Slice of Life']",['Broadcast: Mondays at 00:00 (JST)'],"['Licensors: Funimation, Bandai Entertainment, Kadokawa Pictures USA']","['Favorites: 14,788']",['Popularity: #168'],"['Score: 7.831 (scored by 460,131 users)']",https://myanimelist.net/anime/849/Suzumiya_Haruhi_no_Yuuutsu
377,Tasogare Otome x Amnesia,TV (12 eps),Apr 2012 - Jun 2012,"383,278 members","['Genres: Horror, Mystery, Romance, Supernatural']",['Broadcast: Unknown'],['Licensors: Sentai Filmworks'],"['Favorites: 4,410']",['Popularity: #532'],"['Score: 7.831 (scored by 175,150 users)']",https://myanimelist.net/anime/12445/Tasogare_Otome_x_Amnesia
378,Yuru Yuri♪♪,TV (12 eps),Jul 2012 - Sep 2012,"177,516 members","['Genres: Comedy, Girls Love']",['Broadcast: Unknown'],"['Licensors: NIS America, Inc.']",['Favorites: 933'],['Popularity: #1199'],"['Score: 7.831 (scored by 98,449 users)']",https://myanimelist.net/anime/12403/Yuru_Yuri%E2%99%AA%E2%99%AA
379,Yuusha-Ou GaoGaiGar,TV (49 eps),Feb 1997 - Jan 1998,"20,184 members","['Genres: Action, Adventure, Sci-Fi']",['Broadcast: Saturdays at 17:00 (JST)'],"['Licensors: Media Blasters, Discotek Media']",['Favorites: 323'],['Popularity: #4449'],"['Score: 7.831 (scored by 5,875 users)']",https://myanimelist.net/anime/890/Yuusha-Ou_GaoGaiGar
380,Akachan to Boku,TV (35 eps),Jul 1996 - Mar 1997,"21,612 members","['Genres: Comedy, Drama']",['Broadcast: Wednesdays at 18:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 144'],['Popularity: #4312'],"['Score: 7.821 (scored by 8,068 users)']",https://myanimelist.net/anime/1485/Akachan_to_Boku
381,Beastars 2nd Season,TV (12 eps),Jan 2021 - Mar 2021,"401,085 members","['Genres: Drama, Slice of Life']",['Broadcast: Thursdays at 00:55 (JST)'],"['Licensors: None found, add some']","['Favorites: 2,144']",['Popularity: #506'],"['Score: 7.821 (scored by 200,871 users)']",https://myanimelist.net/anime/40935/Beastars_2nd_Season
382,Bungou Stray Dogs,TV (12 eps),Apr 2016 - Jun 2016,"1,252,952 members","['Genres: Action, Mystery, Supernatural']",['Broadcast: Thursdays at 01:05 (JST)'],"['Licensors: Funimation, Crunchyroll']","['Favorites: 24,130']",['Popularity: #91'],"['Score: 7.821 (scored by 632,428 users)']",https://myanimelist.net/anime/31478/Bungou_Stray_Dogs
383,Eikoku Koi Monogatari Emma: Molders-hen,TV (12 eps),Apr 2007 - Jul 2007,"25,587 members","['Genres: Drama, Romance']",['Broadcast: Unknown'],['Licensors: Nozomi Entertainment'],['Favorites: 100'],['Popularity: #3999'],"['Score: 7.821 (scored by 11,925 users)']",https://myanimelist.net/anime/2035/Eikoku_Koi_Monogatari_Emma__Molders-hen
384,Hidamari Sketch x 365,TV (13 eps),Jul 2008 - Sep 2008,"30,681 members","['Genres: Comedy, Slice of Life']",['Broadcast: Fridays at 01:25 (JST)'],['Licensors: Sentai Filmworks'],['Favorites: 177'],['Popularity: #3668'],"['Score: 7.821 (scored by 15,223 users)']",https://myanimelist.net/anime/3604/Hidamari_Sketch_x_365
385,Igano Kabamaru,TV (24 eps),Oct 1983 - Mar 1984,"10,477 members","['Genres: Action, Adventure, Comedy, Romance']",['Broadcast: Thursdays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 126'],['Popularity: #5784'],"['Score: 7.821 (scored by 3,966 users)']",https://myanimelist.net/anime/2762/Igano_Kabamaru
386,Jungle wa Itsumo Hare nochi Guu,TV (26 eps),Apr 2001 - Sep 2001,"32,870 members","['Genres: Comedy, Slice of Life']",['Broadcast: Tuesdays at 18:00 (JST)'],"['Licensors: Funimation, AN Entertainment']",['Favorites: 392'],['Popularity: #3528'],"['Score: 7.821 (scored by 13,904 users)']",https://myanimelist.net/anime/253/Jungle_wa_Itsumo_Hare_nochi_Guu
387,Little Witch Academia (TV),TV (25 eps),Jan 2017 - Jun 2017,"604,700 members","['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Mondays at 00:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 7,164']",['Popularity: #316'],"['Score: 7.821 (scored by 296,858 users)']",https://myanimelist.net/anime/33489/Little_Witch_Academia_TV
388,Mahoujin Guruguru (2017),TV (24 eps),Jul 2017 - Dec 2017,"31,671 members","['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Wednesdays at 01:35 (JST)'],"['Licensors: None found, add some']",['Favorites: 241'],['Popularity: #3597'],"['Score: 7.821 (scored by 9,928 users)']",https://myanimelist.net/anime/34745/Mahoujin_Guruguru_2017
389,Somali to Mori no Kamisama,TV (12 eps),Jan 2020 - Mar 2020,"270,822 members","['Genres: Adventure, Drama, Fantasy']",['Broadcast: Fridays at 00:30 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,560']",['Popularity: #800'],"['Score: 7.821 (scored by 109,856 users)']",https://myanimelist.net/anime/39575/Somali_to_Mori_no_Kamisama
390,Slayers Try,TV (26 eps),Apr 1997 - Sep 1997,"52,860 members","['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Fridays at 18:30 (JST)'],"['Licensors: Funimation, Central Park Media']",['Favorites: 219'],['Popularity: #2745'],"['Score: 7.811 (scored by 28,794 users)']",https://myanimelist.net/anime/1172/Slayers_Try
391,Berserk: Ougon Jidai-hen - Memorial Edition,TV (13 eps),Oct 2022 - Dec 2022,"27,255 members","['Genres: Action, Adventure, Drama, Fantasy, Horror']",['Broadcast: Sundays at 00:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 175'],['Popularity: #3884'],"['Score: 7.811 (scored by 9,957 users)']",https://myanimelist.net/anime/52976/Berserk__Ougon_Jidai-hen_-_Memorial_Edition
392,Jormungand,TV (12 eps),Apr 2012 - Jun 2012,"337,858 members","['Genres: Action, Adventure']",['Broadcast: Unknown'],['Licensors: Funimation'],"['Favorites: 2,890']",['Popularity: #626'],"['Score: 7.811 (scored by 144,413 users)']",https://myanimelist.net/anime/12413/Jormungand
393,City Hunter 3,TV (13 eps),Oct 1989 - Jan 1990,"19,952 members","['Genres: Action, Comedy, Mystery']",['Broadcast: Unknown'],"['Licensors: ADV Films, Discotek Media']",['Favorites: 47'],['Popularity: #4479'],"['Score: 7.801 (scored by 8,361 users)']",https://myanimelist.net/anime/1472/City_Hunter_3
394,Date A Live IV,TV (12 eps),Apr 2022 - Jun 2022,"217,251 members","['Genres: Comedy, Romance, Sci-Fi']",['Broadcast: Fridays at 22:00 (JST)'],"['Licensors: None found, add some']","['Favorites: 3,229']",['Popularity: #993'],"['Score: 7.801 (scored by 63,890 users)']",https://myanimelist.net/anime/41461/Date_A_Live_IV
395,Enen no Shouboutai: Ni no Shou,TV (24 eps),Jul 2020 - Dec 2020,"686,013 members","['Genres: Action, Supernatural']",['Broadcast: Saturdays at 01:55 (JST)'],['Licensors: Funimation'],"['Favorites: 2,638']",['Popularity: #259'],"['Score: 7.801 (scored by 356,728 users)']",https://myanimelist.net/anime/40956/Enen_no_Shouboutai__Ni_no_Shou
396,Kekkai Sensen & Beyond,TV (12 eps),Oct 2017 - Dec 2017,"409,420 members","['Genres: Action, Comedy, Fantasy, Supernatural']",['Broadcast: Sundays at 03:08 (JST)'],['Licensors: Funimation'],"['Favorites: 1,582']",['Popularity: #494'],"['Score: 7.801 (scored by 184,014 users)']",https://myanimelist.net/anime/34451/Kekkai_Sensen___Beyond
397,Last Exile,TV (26 eps),Apr 2003 - Sep 2003,"167,867 members","['Genres: Action, Adventure, Sci-Fi']",['Broadcast: Tuesdays at 01:30 (JST)'],"['Licensors: Funimation, Geneon Entertainment USA']","['Favorites: 1,795']",['Popularity: #1268'],"['Score: 7.801 (scored by 69,236 users)']",https://myanimelist.net/anime/97/Last_Exile
398,Pokemon: Mezase Pokemon Master,TV (11 eps),Jan 2023 -,"13,519 members","['Genres: Action, Adventure, Comedy, Fantasy']",['Broadcast: Fridays at 18:55 (JST)'],"['Licensors: None found, add some']",['Favorites: 84'],['Popularity: #5228'],"['Score: 7.801 (scored by 1,599 users)']",https://myanimelist.net/anime/53874/Pokemon__Mezase_Pokemon_Master
399,Seikai no Senki II,TV (10 eps),Jul 2001 - Sep 2001,"22,767 members","['Genres: Action, Romance, Sci-Fi']",['Broadcast: Unknown'],"['Licensors: Funimation, Bandai Entertainment']",['Favorites: 115'],['Popularity: #4222'],"['Score: 7.801 (scored by 11,398 users)']",https://myanimelist.net/anime/397/Seikai_no_Senki_II
400,Wolf's Rain,TV (26 eps),Jan 2003 - Jul 2003,"314,932 members","['Genres: Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi']",['Broadcast: Tuesdays at 02:10 (JST)'],"['Licensors: Funimation, Bandai Entertainment']","['Favorites: 5,587']",['Popularity: #679'],"['Score: 7.801 (scored by 128,419 users)']",https://myanimelist.net/anime/202/Wolfs_Rain
401,Buddy Daddies,TV (13 eps),Jan 2023 -,"115,931 members","['Genres: Action, Comedy']",['Broadcast: Saturdays at 00:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 688'],['Popularity: #1681'],"['Score: 7.791 (scored by 16,277 users)']",https://myanimelist.net/anime/53411/Buddy_Daddies
402,Ginga Tetsudou 999,TV (113 eps),Sep 1978 - Mar 1981,"34,000 members","['Genres: Adventure, Drama, Sci-Fi']",['Broadcast: Thursdays at 19:00 (JST)'],['Licensors: Discotek Media'],['Favorites: 420'],['Popularity: #3485'],"['Score: 7.791 (scored by 6,471 users)']",https://myanimelist.net/anime/1491/Ginga_Tetsudou_999
403,Shadows House,TV (13 eps),Apr 2021 - Jul 2021,"218,848 members","['Genres: Fantasy, Mystery']",['Broadcast: Sundays at 00:30 (JST)'],['Licensors: Funimation'],"['Favorites: 1,728']",['Popularity: #984'],"['Score: 7.791 (scored by 86,516 users)']",https://myanimelist.net/anime/43439/Shadows_House
404,Taishou Otome Otogibanashi,TV (12 eps),Oct 2021 - Dec 2021,"120,973 members","['Genres: Comedy, Drama, Romance']",['Broadcast: Saturdays at 01:53 (JST)'],['Licensors: Funimation'],['Favorites: 984'],['Popularity: #1622'],"['Score: 7.791 (scored by 50,065 users)']",https://myanimelist.net/anime/45055/Taishou_Otome_Otogibanashi
405,Tokyo Ghoul,TV (12 eps),Jul 2014 - Sep 2014,"2,640,470 members","['Genres: Action, Fantasy, Horror']",['Broadcast: Fridays at 00:00 (JST)'],['Licensors: Funimation'],"['Favorites: 48,430']",['Popularity: #9'],"['Score: 7.791 (scored by 1,753,340 users)']",https://myanimelist.net/anime/22319/Tokyo_Ghoul
406,Lupin III: Part II,TV (155 eps),Oct 1977 - Oct 1980,"32,648 members","['Genres: Action, Adventure, Comedy, Mystery']",['Broadcast: Mondays at 19:00 (JST)'],"['Licensors: Discotek Media, Geneon Entertainment USA']",['Favorites: 323'],['Popularity: #3542'],"['Score: 7.781 (scored by 11,156 users)']",https://myanimelist.net/anime/1425/Lupin_III__Part_II
407,Doraemon (1979),TV (1787 eps),Apr 1979 - Mar 2005,"57,525 members","['Genres: Adventure, Comedy, Fantasy, Sci-Fi']",['Broadcast: Fridays at 19:00 (JST)'],"['Licensors: None found, add some']",['Favorites: 551'],['Popularity: #2628'],"['Score: 7.781 (scored by 34,731 users)']",https://myanimelist.net/anime/2471/Doraemon_1979
408,Go! Princess Precure,TV (50 eps),Feb 2015 - Jan 2016,"16,368 members","['Genres: Action, Comedy, Fantasy']",['Broadcast: Sundays at 08:30 (JST)'],"['Licensors: None found, add some']",['Favorites: 294'],['Popularity: #4853'],"['Score: 7.781 (scored by 6,057 users)']",https://myanimelist.net/anime/28669/Go_Princess_Precure
409,Hoozuki no Reitetsu,TV (13 eps),Jan 2014 - Apr 2014,"125,646 members","['Genres: Comedy, Fantasy, Supernatural']",['Broadcast: Fridays at 01:35 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 1,214']",['Popularity: #1574'],"['Score: 7.781 (scored by 43,277 users)']",https://myanimelist.net/anime/20431/Hoozuki_no_Reitetsu
410,Digimon Adventure,TV (54 eps),Mar 1999 - Mar 2000,"383,465 members","['Genres: Action, Adventure, Comedy, Fantasy']",['Broadcast: Sundays at 09:00 (JST)'],"['Licensors: Discotek Media, Saban Entertainment, Flatiron Film Company']","['Favorites: 5,078']",['Popularity: #531'],"['Score: 7.771 (scored by 246,797 users)']",https://myanimelist.net/anime/552/Digimon_Adventure
411,Ghost Hunt,TV (25 eps),Oct 2006 - Mar 2007,"222,223 members","['Genres: Horror, Mystery, Supernatural']",['Broadcast: Unknown'],['Licensors: Funimation'],"['Favorites: 2,966']",['Popularity: #967'],"['Score: 7.771 (scored by 97,822 users)']",https://myanimelist.net/anime/1571/Ghost_Hunt
412,Grisaia no Rakuen,TV (10 eps),Apr 2015 - Jun 2015,"390,248 members","['Genres: Drama, Romance']",['Broadcast: Sundays at 23:00 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 2,042']",['Popularity: #523'],"['Score: 7.771 (scored by 212,318 users)']",https://myanimelist.net/anime/29095/Grisaia_no_Rakuen
413,Love Live! School Idol Project 2nd Season,TV (13 eps),Apr 2014 - Jun 2014,"247,732 members","['Genres: Award Winning, Slice of Life']",['Broadcast: Sundays at 22:30 (JST)'],"['Licensors: NIS America, Inc.']","['Favorites: 2,749']",['Popularity: #871'],"['Score: 7.771 (scored by 143,958 users)']",https://myanimelist.net/anime/19111/Love_Live_School_Idol_Project_2nd_Season
414,Lupin the Third: Mine Fujiko to Iu Onna,TV (13 eps),Apr 2012 - Jun 2012,"59,869 members","['Genres: Action, Adventure, Award Winning, Comedy, Ecchi']",['Broadcast: Thursdays at 01:29 (JST)'],"['Licensors: Funimation, Discotek Media']",['Favorites: 460'],['Popularity: #2571'],"['Score: 7.771 (scored by 22,566 users)']",https://myanimelist.net/anime/13203/Lupin_the_Third__Mine_Fujiko_to_Iu_Onna
415,Saenai Heroine no Sodatekata ♭,TV (11 eps),Apr 2017 - Jun 2017,"343,760 members","['Genres: Comedy, Romance, Ecchi']",['Broadcast: Fridays at 00:55 (JST)'],"['Licensors: None found, add some']","['Favorites: 1,646']",['Popularity: #610'],"['Score: 7.771 (scored by 175,427 users)']",https://myanimelist.net/anime/30727/Saenai_Heroine_no_Sodatekata_%E2%99%AD
416,Kokoro Connect,TV (13 eps),Jul 2012 - Sep 2012,"796,354 members","['Genres: Drama, Romance, Supernatural']",['Broadcast: Sundays at 00:30 (JST)'],['Licensors: Sentai Filmworks'],"['Favorites: 7,787']",['Popularity: #199'],"['Score: 7.761 (scored by 403,952 users)']",https://myanimelist.net/anime/11887/Kokoro_Connect
417,Maria-sama ga Miteru 4th,TV (13 eps),Jan 2009 - Mar 2009,"21,443 members","['Genres: Drama, Girls Love']",['Broadcast: Unknown'],['Licensors: Nozomi Entertainment'],['Favorites: 85'],['Popularity: #4324'],"['Score: 7.761 (scored by 9,131 users)']",https://myanimelist.net/anime/3750/Maria-sama_ga_Miteru_4th
418,Overlord II,TV (13 eps),Jan 2018 - Apr 2018,"940,321 members","['Genres: Action, Adventure, Fantasy']",['Broadcast: Tuesdays at 22:30 (JST)'],['Licensors: Funimation'],"['Favorites: 4,248']",['Popularity: #151'],"['Score: 7.761 (scored by 583,450 users)']",https://myanimelist.net/anime/35073/Overlord_II
419,Ranma ½,TV (161 eps),Apr 1989 - Sep 1992,"240,358 members","['Genres: Action, Comedy, Fantasy']",['Broadcast: Unknown'],['Licensors: VIZ Media'],"['Favorites: 3,891']",['Popularity: #899'],"['Score: 7.761 (scored by 115,426 users)']",https://myanimelist.net/anime/210/Ranma_%C2%BD
420,Texhnolyze,TV (22 eps),Apr 2003 - Sep 2003,"233,438 members","['Genres: Action, Drama, Sci-Fi']",['Broadcast: Thursdays at 03:28 (JST)'],"['Licensors: Funimation, Geneon Entertainment USA']","['Favorites: 4,652']",['Popularity: #919'],"['Score: 7.761 (scored by 53,708 users)']",https://myanimelist.net/anime/26/Texhnolyze
421,Akagami no Shirayuki-hime,TV (12 eps),Jul 2015 - Sep 2015,"628,947 members","['Genres: Drama, Fantasy, Romance']",['Broadcast: Tuesdays at 00:00 (JST)'],['Licensors: Funimation'],"['Favorites: 7,084']",['Popularity: #294'],"['Score: 7.761 (scored by 309,718 users)']",https://myanimelist.net/anime/30123/Akagami_no_Shirayuki-hime
422,Crayon Shin-chan,TV (? eps),Apr 1992 -,"77,328 members","['Genres: Comedy, Ecchi']",['Broadcast: Fridays at 19:30 (JST)'],['Licensors: Funimation'],"['Favorites: 1,143']",['Popularity: #2205'],"['Score: 7.761 (scored by 37,938 users)']",https://myanimelist.net/anime/966/Crayon_Shin-chan
423,Ginga Eiyuu Densetsu: Die Neue These - Kaikou,TV (12 eps),Apr 2018 - Jun 2018,"79,982 members","['Genres: Drama, Sci-Fi']",['Broadcast: Tuesdays at 21:00 (JST)'],['Licensors: Funimation'],['Favorites: 518'],['Popularity: #2153'],"['Score: 7.761 (scored by 32,436 users)']",https://myanimelist.net/anime/31433/Ginga_Eiyuu_Densetsu__Die_Neue_These_-_Kaikou
424,Hataraku Maou-sama!,TV (13 eps),Apr 2013 - Jun 2013,"1,474,775 members","['Genres: Comedy, Fantasy']",['Broadcast: Thursdays at 22:00 (JST)'],['Licensors: Funimation'],"['Favorites: 10,873']",['Popularity: #67'],"['Score: 7.761 (scored by 905,760 users)']",https://myanimelist.net/anime/15809/Hataraku_Maou-sama
425,Higashi no Eden,TV (11 eps),Apr 2009 - Jun 2009,"542,639 members","['Genres: Award Winning, Mystery, Romance, Sci-Fi, Suspense']",['Broadcast: Fridays at 00:45 (JST)'],['Licensors: Funimation'],"['Favorites: 4,138']",['Popularity: #357'],"['Score: 7.761 (scored by 248,371 users)']",https://myanimelist.net/anime/5630/Higashi_no_Eden
426,Kidou Senshi Gundam,TV (43 eps),Apr 1979 - Jan 1980,"123,431 members","['Genres: Action, Drama, Sci-Fi']",['Broadcast: Saturdays at 17:30 (JST)'],"['Licensors: Nozomi Entertainment, Bandai Entertainment']","['Favorites: 2,058']",['Popularity: #1601'],"['Score: 7.761 (scored by 55,293 users)']",https://myanimelist.net/anime/80/Kidou_Senshi_Gundam
427,Udon no Kuni no Kiniro Kemari,TV (12 eps),Oct 2016 - Dec 2016,"127,172 members","['Genres: Slice of Life, Supernatural']",['Broadcast: Sundays at 01:55 (JST)'],['Licensors: Discotek Media'],['Favorites: 632'],['Popularity: #1559'],"['Score: 7.751 (scored by 50,620 users)']",https://myanimelist.net/anime/32673/Udon_no_Kuni_no_Kiniro_Kemari
428,Kyou kara Maou! 3rd Series,TV (39 eps),Apr 2008 - Feb 2009,"33,078 members","['Genres: Adventure, Comedy, Fantasy']",['Broadcast: Thursdays at 23:02 (JST)'],['Licensors: Discotek Media'],['Favorites: 109'],['Popularity: #3518'],"['Score: 7.751 (scored by 13,421 users)']",https://myanimelist.net/anime/4080/Kyou_kara_Maou_3rd_Series
429,Mairimashita! Iruma-kun,TV (23 eps),Oct 2019 - Mar 2020,"428,769 members","['Genres: Comedy, Fantasy']",['Broadcast: Saturdays at 17:35 (JST)'],"['Licensors: None found, add some']","['Favorites: 3,702']",['Popularity: #470'],"['Score: 7.751 (scored by 226,260 users)']",https://myanimelist.net/anime/39196/Mairimashita_Iruma-kun
430,Saint Seiya,TV (114 eps),Oct 1986 - Apr 1989,"177,689 members","['Genres: Adventure, Fantasy, Sci-Fi']",['Broadcast: Saturdays at 19:00 (JST)'],"['Licensors: ADV Films, DiC Entertainment, Flatiron Film Company']","['Favorites: 3,813']",['Popularity: #1198'],"['Score: 7.751 (scored by 97,122 users)']",https://myanimelist.net/anime/1254/Saint_Seiya
